sample,time,window,precision,modulation,band,power,payload,crc,tx2rxdone
290,48:40.2,0.02,2.00E-07,9,13,17,195,FALSE,0.008468485
291,48:42.9,0.4,4.00E-07,7,25,13,233,TRUE,0.126200126
292,48:45.3,0.2,2.00E-07,4,15,8,21,FALSE,0.098469698
293,48:56.0,2,4.00E-07,1,14,-2,45,FALSE,1.116413423
294,49:06.6,2,4.00E-07,1,39,20,21,TRUE,0.788576958
295,49:50.0,10,5.00E-07,2,32,5,250,FALSE,
296,50:00.2,0.04,4.00E-07,8,20,0,208,TRUE,0.014387344
297,50:15.3,4,8.00E-07,2,25,3,157,FALSE,1.459009092
298,51:24.2,20,1.00E-06,0,38,6,142,TRUE,5.347401267
299,51:26.8,0.4,4.00E-07,6,3,21,141,TRUE,0.134340134
300,52:14.1,10,5.00E-07,1,23,-3,217,FALSE,4.311127216
301,52:29.5,4,8.00E-07,2,4,19,114,FALSE,1.090449818
302,53:00.5,0.4,4.00E-07,7,24,9,241,TRUE,
303,53:01.9,0.04,4.00E-07,6,17,11,3,FALSE,0.014132141
304,53:04.3,0.4,4.00E-07,3,32,22,12,TRUE,0.155918556
305,53:13.1,1,2.00E-07,4,5,-1,77,FALSE,0.241825048
306,53:21.8,1,2.00E-07,5,4,14,165,TRUE,0.264413453
307,53:23.1,0.02,2.00E-07,9,13,4,207,FALSE,0.008947889
308,53:25.5,0.4,4.00E-07,2,35,3,2,TRUE,0.189329389
309,53:27.7,0.1,1.00E-07,4,51,17,3,TRUE,0.057508158
310,53:28.7,0.004,4.00E-07,9,51,8,34,TRUE,0.002108211
311,53:44.2,4,8.00E-07,2,50,5,221,TRUE,1.991521998
312,53:46.4,0.1,1.00E-07,6,8,10,32,TRUE,0.042142242
313,54:33.0,10,5.00E-07,1,15,14,175,TRUE,3.573869679
314,54:34.2,0.02,2.00E-07,8,1,7,86,FALSE,0.006451665
315,55:43.0,20,1.00E-06,0,48,0,202,FALSE,7.313381366
316,56:14.0,0.04,4.00E-07,8,7,1,248,TRUE,
317,56:24.8,2,4.00E-07,3,50,2,127,TRUE,0.668017334
318,57:11.2,10,5.00E-07,1,20,-2,187,FALSE,3.737753687
319,57:12.4,0.02,2.00E-07,9,25,-2,163,FALSE,0.007188672
320,57:21.1,1,2.00E-07,2,47,-3,35,TRUE,0.475977095
321,57:23.4,0.2,2.00E-07,5,0,6,27,TRUE,0.064677065
322,57:32.2,1,2.00E-07,4,10,3,82,FALSE,0.25210785
323,58:18.5,10,5.00E-07,0,20,16,109,FALSE,4.20053321
324,58:29.6,2,4.00E-07,4,43,19,218,FALSE,0.60026212
325,58:38.4,1,2.00E-07,4,41,18,139,FALSE,0.395504279
326,58:40.6,0.1,1.00E-07,6,51,0,42,FALSE,0.047339147
327,58:43.1,0.4,4.00E-07,7,2,18,227,TRUE,0.123599724
328,58:58.5,4,8.00E-07,2,30,1,137,TRUE,1.295249059
329,59:30.2,1,2.00E-07,6,41,21,247,FALSE,
330,59:39.9,1,2.00E-07,4,21,10,169,TRUE,0.477426095
331,00:48.9,20,1.00E-06,0,5,4,214,FALSE,7.641141382
332,00:51.5,0.4,4.00E-07,6,18,7,128,TRUE,0.124059724
333,01:22.4,0.4,4.00E-07,7,29,11,250,TRUE,
334,01:23.8,0.02,2.00E-07,9,30,6,161,TRUE,0.007187672
335,01:39.3,4,8.00E-07,2,44,11,145,FALSE,1.377011475
336,01:42.1,0.2,2.00E-07,5,44,5,36,FALSE,0.074914875
337,02:15.0,2,4.00E-07,4,26,10,249,FALSE,
338,02:19.0,0.1,1.00E-07,7,13,18,44,FALSE,0.028881729
339,02:20.0,0.002,2.00E-07,9,48,13,10,FALSE,0.001067507
340,03:06.9,10,5.00E-07,0,23,4,96,FALSE,3.872726694
341,03:09.0,0.1,1.00E-07,5,41,10,17,FALSE,0.049254949
342,03:11.7,0.4,4.00E-07,4,22,7,48,FALSE,0.17010617
343,03:12.6,0.004,4.00E-07,9,4,-1,20,TRUE,0.001548555
344,03:23.4,2,4.00E-07,2,8,11,92,TRUE,0.926612585
345,03:26.0,0.4,4.00E-07,7,5,7,192,FALSE,0.104422904
346,03:41.1,4,8.00E-07,1,18,11,53,FALSE,1.280216256
347,03:42.4,0.01,1.00E-07,9,42,6,112,FALSE,0.005148251
348,03:51.4,1,2.00E-07,6,6,9,236,TRUE,0.216221043
349,03:52.6,0.01,1.00E-07,8,41,20,41,TRUE,0.003700037
350,04:03.8,2,4.00E-07,3,13,11,147,FALSE,0.74993495
351,04:19.0,4,8.00E-07,1,17,9,68,TRUE,1.607850722
352,04:21.4,0.2,2.00E-07,6,19,21,74,TRUE,0.077983478
353,04:22.3,0.004,4.00E-07,8,1,5,6,TRUE,0.001459746
354,04:31.2,1,2.00E-07,3,46,11,37,TRUE,0.258418852
355,04:32.4,0.04,4.00E-07,7,2,14,13,TRUE,0.013558136
356,04:33.6,0.04,4.00E-07,8,5,16,165,FALSE,0.011508115
357,04:42.0,1,2.00E-07,2,30,19,35,FALSE,0.475897095
358,04:43.2,0.01,1.00E-07,9,4,9,74,TRUE,0.003708937
359,04:44.4,0.02,2.00E-07,9,7,14,163,TRUE,0.007269273
360,04:45.5,0.02,2.00E-07,9,41,9,145,FALSE,
361,04:47.7,0.1,1.00E-07,7,33,18,55,FALSE,0.034038534
362,04:58.5,2,4.00E-07,1,50,1,40,TRUE,1.116293823
363,05:07.4,1,2.00E-07,5,31,15,225,FALSE,0.35139247
364,05:08.6,0.01,1.00E-07,9,30,13,100,FALSE,0.004666847
365,05:09.8,0.02,2.00E-07,9,27,21,152,FALSE,0.006748667
366,05:12.1,0.2,2.00E-07,6,26,1,75,TRUE,0.078019078
367,05:14.5,0.2,2.00E-07,4,36,22,13,FALSE,0.077987878
368,05:16.7,0.2,2.00E-07,7,14,5,164,FALSE,0.09032089
369,05:19.2,0.4,4.00E-07,5,45,18,119,FALSE,0.197756998
370,05:21.8,0.4,4.00E-07,6,51,19,163,FALSE,0.152217752
371,05:30.5,1,2.00E-07,4,4,22,106,FALSE,0.313544863
372,05:31.7,0.01,1.00E-07,8,16,5,19,TRUE,0.002292423
373,05:32.9,0.04,4.00E-07,8,4,12,152,FALSE,0.010675307
374,05:34.1,0.02,2.00E-07,8,32,-3,94,TRUE,0.007092071
375,05:43.4,1,2.00E-07,6,6,14,223,TRUE,0.203500441
376,05:44.5,0.01,1.00E-07,8,4,-2,59,TRUE,0.004852149
377,05:53.7,1,2.00E-07,5,3,17,231,FALSE,0.361592872
378,05:56.2,0.4,4.00E-07,6,10,17,222,TRUE,0.203461403
379,05:58.8,0.4,4.00E-07,6,5,7,201,TRUE,0.185538186
380,06:42.2,10,5.00E-07,2,44,2,251,TRUE,
381,06:53.6,0.2,2.00E-07,3,46,17,3,TRUE,0.114960115
382,07:29.1,4,8.00E-07,3,38,0,254,TRUE,
383,07:35.2,0.4,4.00E-07,4,1,18,28,TRUE,0.118989719
384,07:36.3,0.01,1.00E-07,9,5,19,66,TRUE,0.003387934
385,07:38.7,0.2,2.00E-07,5,20,16,39,FALSE,0.08001828
386,08:09.6,0.04,4.00E-07,9,44,16,248,FALSE,
387,08:12.1,0.4,4.00E-07,7,3,3,201,TRUE,0.110762911
388,08:14.3,0.2,2.00E-07,4,32,14,13,FALSE,0.077991278
389,08:16.6,0.2,2.00E-07,7,2,-3,111,TRUE,0.064681065
390,08:27.7,2,4.00E-07,1,30,1,18,TRUE,0.706718541
391,08:59.3,1,2.00E-07,6,37,1,246,TRUE,
392,09:08.9,1,2.00E-07,5,33,19,191,FALSE,0.30023486
393,09:11.6,0.4,4.00E-07,7,39,11,237,TRUE,0.128721329
394,09:14.1,0.4,4.00E-07,3,46,22,13,TRUE,0.155958556
395,09:25.1,2,4.00E-07,1,26,19,42,TRUE,1.116376223
396,09:26.3,0.02,2.00E-07,9,29,0,187,TRUE,0.008228682
397,09:27.4,0.04,4.00E-07,6,9,17,7,FALSE,0.019101791
398,09:42.7,4,8.00E-07,2,23,8,149,TRUE,1.418009084
399,09:44.0,0.02,2.00E-07,9,7,2,201,FALSE,0.008707487
400,10:30.8,10,5.00E-07,0,22,3,133,FALSE,5.019679751
401,10:33.2,0.4,4.00E-07,6,5,5,158,FALSE,0.147142547
402,10:44.0,2,4.00E-07,4,5,8,214,FALSE,0.590022518
403,10:52.5,1,2.00E-07,4,5,13,77,FALSE,0.241826648
404,11:28.0,4,8.00E-07,3,19,22,244,FALSE,
405,11:34.1,0.4,4.00E-07,6,40,4,108,TRUE,0.106179306
406,12:21.2,10,5.00E-07,1,48,-3,124,FALSE,2.59088063
407,12:22.4,0.02,2.00E-07,9,8,9,145,TRUE,0.006548665
408,12:24.5,0.1,1.00E-07,7,12,18,31,FALSE,0.022462822
409,12:25.8,0.04,4.00E-07,8,46,2,148,FALSE,0.010419304
410,12:28.0,0.1,1.00E-07,5,6,5,8,TRUE,0.039020539
411,12:36.5,1,2.00E-07,2,24,0,35,FALSE,0.475895695
412,12:45.3,1,2.00E-07,3,39,3,76,FALSE,0.442597089
413,12:56.4,2,4.00E-07,4,36,1,219,TRUE,0.610462522
414,13:28.1,1,2.00E-07,5,2,12,241,FALSE,
415,14:15.6,10,5.00E-07,0,15,12,79,FALSE,3.217496661
416,15:02.2,10,5.00E-07,0,47,-3,72,FALSE,3.053579153
417,15:13.1,2,4.00E-07,2,48,4,59,TRUE,0.680735336
418,15:15.8,0.4,4.00E-07,3,20,0,17,FALSE,0.156039756
419,15:18.2,0.4,4.00E-07,2,51,12,6,FALSE,0.23017783
420,15:20.7,0.4,4.00E-07,6,4,4,186,TRUE,0.172737773
421,15:21.9,0.02,2.00E-07,9,29,14,177,TRUE,0.007828478
422,15:30.7,1,2.00E-07,4,21,-3,174,TRUE,0.4977835
423,16:39.4,20,1.00E-06,0,43,2,170,FALSE,6.166636308
424,17:25.9,10,5.00E-07,1,41,15,163,TRUE,3.328175666
425,17:28.2,0.2,2.00E-07,7,36,7,105,FALSE,0.05964226
426,17:37.0,1,2.00E-07,6,41,13,240,TRUE,0.218820644
427,17:39.3,0.1,1.00E-07,7,43,7,84,TRUE,0.050618051
428,17:41.7,0.2,2.00E-07,4,43,5,14,TRUE,0.088186688
429,17:43.0,0.02,2.00E-07,9,32,1,219,TRUE,0.009507895
430,17:45.2,0.1,1.00E-07,6,6,22,19,TRUE,0.029419429
431,17:54.3,1,2.00E-07,4,12,8,167,FALSE,0.467185093
432,17:56.7,0.2,2.00E-07,5,31,1,46,FALSE,0.09025589
433,17:58.9,0.1,1.00E-07,7,32,12,69,TRUE,0.042940143
434,18:01.5,0.2,2.00E-07,7,1,21,93,FALSE,0.054442454
435,18:10.2,1,2.00E-07,5,3,20,184,FALSE,0.289994658
436,18:25.8,4,8.00E-07,3,25,15,212,FALSE,1.057033811
437,18:34.7,1,2.00E-07,3,17,4,74,FALSE,0.422215884
438,18:37.0,0.2,2.00E-07,6,11,-3,63,FALSE,0.065258865
439,18:48.0,2,4.00E-07,3,14,8,99,TRUE,0.545097709
440,18:49.2,0.04,4.00E-07,8,44,5,162,FALSE,0.011315313
441,19:00.5,2,4.00E-07,3,4,1,192,TRUE,0.975112995
442,19:02.9,0.4,4.00E-07,6,37,13,149,FALSE,0.139459739
443,19:13.7,2,4.00E-07,3,25,12,202,FALSE,1.016033003
444,19:14.9,0.04,4.00E-07,8,0,19,223,TRUE,0.015346953
445,20:23.5,20,1.00E-06,0,36,21,158,FALSE,5.838881292
446,20:26.0,0.4,4.00E-07,6,4,22,219,TRUE,0.200897001
447,20:28.3,0.2,2.00E-07,5,14,6,52,FALSE,0.1004541
448,20:30.9,0.4,4.00E-07,6,36,-1,146,FALSE,0.136898137
449,20:39.7,1,2.00E-07,5,33,-1,165,TRUE,0.264413853
450,21:48.1,20,1.00E-06,0,25,14,192,FALSE,6.985707349
451,21:50.6,0.4,4.00E-07,7,15,4,192,FALSE,0.104418904
452,21:59.1,1,2.00E-07,5,30,12,157,TRUE,0.254133451
453,22:00.3,0.02,2.00E-07,8,19,21,95,TRUE,0.007157072
454,22:01.4,0.02,2.00E-07,8,25,2,83,TRUE,0.006388664
455,22:02.4,0.002,2.00E-07,9,37,6,14,FALSE,0.001230523
456,22:10.9,1,2.00E-07,1,28,6,0,FALSE,0.379120476
457,22:46.4,4,8.00E-07,3,46,9,248,FALSE,
458,22:52.2,0.2,2.00E-07,7,12,-2,130,FALSE,0.072438472
459,23:03.0,2,4.00E-07,2,33,-3,69,FALSE,0.721812944
460,23:34.6,1,2.00E-07,5,29,18,250,TRUE,
461,23:43.9,1,2.00E-07,3,39,5,75,FALSE,0.422258684
462,23:45.0,0.01,1.00E-07,9,32,10,51,TRUE,0.002788928
463,23:46.2,0.02,2.00E-07,8,45,14,141,FALSE,0.0099711
464,23:47.3,0.04,4.00E-07,7,6,15,12,TRUE,0.013522535
465,23:48.5,0.01,1.00E-07,9,31,15,86,FALSE,0.004108641
466,23:57.4,1,2.00E-07,4,34,11,100,FALSE,0.303226261
467,24:05.9,1,2.00E-07,5,42,20,187,TRUE,0.30015306
468,24:07.1,0.02,2.00E-07,8,18,18,104,FALSE,0.007603676
469,24:09.3,0.2,2.00E-07,6,47,22,82,FALSE,0.083098883
470,24:18.4,1,2.00E-07,3,23,7,74,TRUE,0.442596089
471,24:49.4,0.04,4.00E-07,8,39,13,245,FALSE,
472,25:04.7,4,8.00E-07,2,27,-2,122,TRUE,1.172372234
473,25:07.3,0.4,4.00E-07,6,47,2,150,TRUE,0.142018942
474,25:54.1,10,5.00E-07,1,49,15,194,FALSE,3.901513195
475,25:56.4,0.2,2.00E-07,5,1,14,52,TRUE,0.100535701
476,25:59.0,0.4,4.00E-07,7,13,12,196,TRUE,0.108200108
477,26:01.3,0.1,1.00E-07,5,44,20,11,TRUE,0.039136339
478,26:03.5,0.2,2.00E-07,7,46,7,98,TRUE,0.057078257
479,26:05.7,0.1,1.00E-07,6,5,13,24,FALSE,0.031980832
480,26:08.0,0.2,2.00E-07,4,45,19,17,FALSE,0.088227488
481,26:38.9,0.04,4.00E-07,8,47,21,243,TRUE,
482,27:09.9,0.04,4.00E-07,9,45,4,249,FALSE,
483,27:25.0,4,8.00E-07,1,37,2,51,FALSE,1.280133856
484,27:40.3,4,8.00E-07,3,2,11,224,FALSE,1.09810982
485,27:42.8,0.4,4.00E-07,6,39,11,211,FALSE,0.193178993
486,27:58.2,4,8.00E-07,0,5,0,38,FALSE,1.906748381
487,28:00.6,0.2,2.00E-07,5,1,1,26,TRUE,0.064634665
488,29:09.6,20,1.00E-06,0,13,3,216,TRUE,7.80494039
489,29:20.6,2,4.00E-07,3,45,8,200,TRUE,1.016030603
490,30:07.3,10,5.00E-07,0,44,4,63,FALSE,2.725940136
491,30:54.1,10,5.00E-07,1,26,2,100,TRUE,2.181303609
492,30:55.2,0.02,2.00E-07,8,33,0,108,TRUE,0.00798848
493,30:57.8,0.4,4.00E-07,4,14,0,62,FALSE,0.200906601
494,31:00.0,0.1,1.00E-07,7,43,3,72,TRUE,0.044238644
495,31:37.5,10,5.00E-07,2,3,-1,252,FALSE,
496,32:24.2,10,5.00E-07,0,46,-2,124,FALSE,4.692045235
497,32:35.0,2,4.00E-07,4,46,4,231,TRUE,0.641183728
498,32:45.7,2,4.00E-07,3,31,22,197,TRUE,0.995614199
499,32:54.2,1,2.00E-07,4,21,-2,130,TRUE,0.385143877
500,33:02.6,1,2.00E-07,3,11,2,74,FALSE,0.422216284
501,33:11.0,1,2.00E-07,6,12,4,225,TRUE,0.206017241
502,33:19.6,1,2.00E-07,4,6,16,161,TRUE,0.456944891
503,34:28.4,20,1.00E-06,0,49,20,203,FALSE,7.313427366
504,34:43.8,4,8.00E-07,0,29,4,28,TRUE,1.579149916
505,34:45.1,0.02,2.00E-07,9,50,-1,215,FALSE,0.009267893
506,34:55.9,2,4.00E-07,3,26,21,140,FALSE,0.729353746
507,35:41.9,10,5.00E-07,0,2,8,52,FALSE,2.39822262
508,36:28.2,10,5.00E-07,1,13,13,219,FALSE,4.311208716
509,36:30.4,0.1,1.00E-07,7,47,6,66,TRUE,0.041639642
510,36:32.5,0.1,1.00E-07,6,50,12,35,TRUE,0.044701045
511,36:41.4,1,2.00E-07,3,28,2,91,TRUE,0.504175501
512,36:50.2,1,2.00E-07,4,15,2,164,TRUE,0.467144293
513,36:58.8,1,2.00E-07,4,19,1,148,TRUE,0.426188485
514,37:14.3,4,8.00E-07,2,31,11,212,TRUE,1.909646782
515,37:25.1,2,4.00E-07,2,48,8,72,FALSE,0.762696153
516,37:26.2,0.01,1.00E-07,9,37,18,42,FALSE,0.002349123
517,37:41.6,4,8.00E-07,1,22,-1,48,TRUE,1.280096256
518,37:50.2,1,2.00E-07,5,29,20,198,FALSE,0.310475862
519,37:51.4,0.04,4.00E-07,8,48,6,160,TRUE,0.011315713
520,37:52.6,0.04,4.00E-07,8,16,8,148,TRUE,0.010548905
521,37:53.8,0.02,2.00E-07,8,29,-2,89,TRUE,0.006772868
522,38:40.4,10,5.00E-07,0,0,17,121,FALSE,4.691930735
523,38:51.2,2,4.00E-07,3,36,-3,107,FALSE,0.565634913
524,39:22.9,1,2.00E-07,5,19,13,249,FALSE,
525,39:26.3,0.4,4.00E-07,7,29,5,212,FALSE,0.114658115
526,39:27.6,0.04,4.00E-07,8,3,-3,163,TRUE,0.011508115
527,39:36.4,1,2.00E-07,6,20,13,233,TRUE,0.213657643
528,39:51.5,4,8.00E-07,0,51,2,31,TRUE,1.742910749
529,40:37.7,10,5.00E-07,1,25,19,185,TRUE,3.737753687
530,41:24.9,10,5.00E-07,0,22,4,82,FALSE,3.381253669
531,41:40.4,4,8.00E-07,2,42,2,123,FALSE,1.172329034
532,41:42.5,0.2,2.00E-07,6,0,8,96,FALSE,0.093419493
533,41:44.7,0.2,2.00E-07,7,38,22,104,TRUE,0.060859461
534,41:55.8,2,4.00E-07,3,17,10,142,TRUE,0.74981695
535,42:11.3,4,8.00E-07,3,12,13,211,FALSE,1.056990611
536,42:22.1,2,4.00E-07,3,19,2,199,FALSE,0.995610599
537,43:31.9,20,1.00E-06,0,39,9,141,TRUE,5.347364267
538,43:40.7,1,2.00E-07,3,33,7,89,TRUE,0.504096301
539,43:43.2,0.2,2.00E-07,6,32,-3,90,FALSE,0.088298888
540,43:45.7,0.4,4.00E-07,3,31,12,11,TRUE,0.155878556
541,43:48.1,0.2,2.00E-07,7,7,11,147,TRUE,0.082639083
542,43:49.2,0.04,4.00E-07,5,7,14,2,FALSE,0.023757438
543,43:51.3,0.1,1.00E-07,6,32,9,37,TRUE,0.044780245
544,43:53.7,0.4,4.00E-07,5,21,15,61,FALSE,0.110775311
545,44:04.6,2,4.00E-07,3,27,16,198,TRUE,0.995650999
546,44:19.6,4,8.00E-07,0,20,19,43,TRUE,2.070667614
547,44:28.1,1,2.00E-07,5,35,-3,198,FALSE,0.310474662
548,44:59.8,1,2.00E-07,5,45,15,250,FALSE,
549,45:02.9,0.4,4.00E-07,4,27,4,61,TRUE,0.200946601
550,45:03.9,0.002,2.00E-07,9,25,10,3,FALSE,0.000787879
551,45:05.1,0.01,1.00E-07,9,0,22,76,FALSE,0.003708037
552,45:16.0,2,4.00E-07,4,2,9,205,TRUE,0.569582914
553,45:24.5,1,2.00E-07,4,41,10,161,TRUE,0.456946891
554,46:11.0,10,5.00E-07,1,5,12,144,TRUE,3.00045865
555,46:12.3,0.02,2.00E-07,9,47,21,213,FALSE,0.009190292
556,46:13.5,0.04,4.00E-07,8,24,-3,209,TRUE,0.014451345
557,46:22.0,1,2.00E-07,4,4,2,161,FALSE,0.456867491
558,46:23.2,0.02,2.00E-07,9,13,1,124,FALSE,0.005628656
559,46:24.5,0.04,4.00E-07,8,31,13,230,FALSE,0.015670157
560,46:26.8,0.2,2.00E-07,7,50,4,107,TRUE,0.062157862
561,46:42.4,4,8.00E-07,2,7,15,160,FALSE,1.4998891
562,47:29.1,10,5.00E-07,1,1,18,167,TRUE,3.410075671
563,47:30.2,0.02,2.00E-07,8,38,15,127,FALSE,0.009077291
564,47:38.9,1,2.00E-07,5,28,11,135,TRUE,0.223374845
565,47:41.5,0.2,2.00E-07,7,27,2,161,FALSE,0.089018289
566,47:43.8,0.2,2.00E-07,7,6,12,142,FALSE,0.078820479
567,47:46.4,0.4,4.00E-07,6,23,20,160,FALSE,0.14966095
568,47:48.9,0.4,4.00E-07,5,40,21,118,FALSE,0.192734993
569,47:51.5,0.2,2.00E-07,7,42,19,147,FALSE,0.081378481
570,47:53.9,0.4,4.00E-07,3,49,7,19,FALSE,0.176418976
571,48:02.8,1,2.00E-07,4,34,19,112,FALSE,0.333946267
572,48:05.2,0.2,2.00E-07,6,12,17,73,FALSE,0.075418875
573,48:16.2,2,4.00E-07,3,21,5,167,FALSE,0.85223217
574,48:17.2,0.01,1.00E-07,8,3,18,54,FALSE,0.004403044
575,49:03.6,10,5.00E-07,0,12,21,128,FALSE,4.855850743
576,49:06.2,0.4,4.00E-07,7,20,18,238,TRUE,0.128761729
577,49:08.7,0.4,4.00E-07,6,2,16,172,FALSE,0.15989936
578,49:11.1,0.2,2.00E-07,5,17,20,35,TRUE,0.074955675
579,49:12.1,0.004,4.00E-07,8,8,4,15,TRUE,0.002038204
580,49:13.3,0.04,4.00E-07,8,45,18,195,TRUE,0.013556536
581,49:24.3,2,4.00E-07,1,22,7,37,FALSE,1.034355007
582,49:35.4,2,4.00E-07,3,46,0,169,FALSE,0.85231297
583,49:36.6,0.02,2.00E-07,8,37,9,75,TRUE,0.005876459
584,49:47.5,2,4.00E-07,2,27,11,55,FALSE,0.639734528
585,49:56.1,1,2.00E-07,5,29,20,217,FALSE,0.341114068
586,50:39.5,10,5.00E-07,2,4,7,244,TRUE,
587,50:57.1,1,2.00E-07,4,6,5,150,TRUE,0.436348087
588,50:58.1,0.004,4.00E-07,9,3,14,34,TRUE,0.002110211
589,51:08.7,2,4.00E-07,3,11,21,193,FALSE,0.975072195
590,51:10.9,0.1,1.00E-07,6,46,-2,37,FALSE,0.044699545
591,51:21.7,2,4.00E-07,2,23,16,76,TRUE,0.803693361
592,51:22.9,0.02,2.00E-07,8,30,12,105,FALSE,0.007667677
593,51:25.5,0.4,4.00E-07,7,41,12,187,TRUE,0.103118503
594,52:12.4,10,5.00E-07,0,15,2,102,TRUE,4.036688702
595,52:14.8,0.2,2.00E-07,7,20,8,178,FALSE,0.097961298
596,52:16.0,0.02,2.00E-07,9,3,-3,162,TRUE,0.007227872
597,52:17.1,0.04,4.00E-07,5,7,13,2,TRUE,0.028818288
598,52:18.3,0.02,2.00E-07,8,37,13,98,TRUE,0.007347073
599,52:20.9,0.4,4.00E-07,6,0,7,138,TRUE,0.131778132
600,53:29.5,20,1.00E-06,0,50,16,187,FALSE,6.821872341
601,53:31.9,0.2,2.00E-07,4,29,21,23,TRUE,0.108708509
602,53:34.1,0.1,1.00E-07,6,12,22,16,TRUE,0.026860127
603,53:35.4,0.02,2.00E-07,8,5,-1,95,TRUE,0.007157472
604,53:36.6,0.02,2.00E-07,9,21,3,235,FALSE,0.010067501
605,53:37.8,0.02,2.00E-07,9,26,-3,176,FALSE,0.007707277
606,53:48.5,2,4.00E-07,2,8,9,52,TRUE,0.59893532
607,54:04.0,4,8.00E-07,2,25,16,211,TRUE,1.909601982
608,54:19.2,4,8.00E-07,2,43,1,114,TRUE,1.131290626
609,54:34.1,4,8.00E-07,2,17,5,202,FALSE,1.827646766
610,54:35.3,0.01,1.00E-07,8,19,-3,58,TRUE,0.004789848
611,55:06.2,0.4,4.00E-07,7,5,11,252,TRUE,
612,55:09.1,0.2,2.00E-07,7,23,14,162,TRUE,0.09031789
613,55:18.0,1,2.00E-07,4,51,1,95,FALSE,0.282865257
614,55:19.2,0.02,2.00E-07,9,42,9,115,TRUE,0.005346853
615,55:34.5,4,8.00E-07,0,15,13,32,FALSE,1.742871549
616,55:45.2,2,4.00E-07,1,50,9,32,TRUE,0.95249499
617,55:47.4,0.1,1.00E-07,7,27,12,86,FALSE,0.050621551
618,55:50.0,0.4,4.00E-07,4,39,1,57,TRUE,0.190706991
619,55:51.2,0.04,4.00E-07,5,49,16,3,FALSE,0.028775088
620,56:02.2,2,4.00E-07,3,5,19,113,FALSE,0.606476521
621,56:03.4,0.04,4.00E-07,8,17,-1,183,FALSE,0.012658927
622,56:14.4,2,4.00E-07,0,4,20,16,TRUE,1.25139345
623,56:23.4,1,2.00E-07,6,33,5,225,TRUE,0.206019841
624,57:09.4,10,5.00E-07,0,24,18,75,FALSE,3.053698653
625,57:24.8,4,8.00E-07,3,14,10,233,TRUE,1.159449832
626,57:57.8,2,4.00E-07,4,35,8,252,TRUE,
627,58:00.7,0.02,2.00E-07,9,7,10,210,FALSE,0.009068091
628,58:03.3,0.4,4.00E-07,3,8,19,21,TRUE,0.196878197
629,58:14.2,2,4.00E-07,4,6,18,186,FALSE,0.518345704
630,58:25.2,2,4.00E-07,4,18,16,189,FALSE,0.528543706
631,58:33.8,1,2.00E-07,3,51,5,85,FALSE,0.483558697
632,58:35.9,0.1,1.00E-07,4,19,15,2,FALSE,0.047299747
633,58:38.5,0.4,4.00E-07,5,17,4,62,FALSE,0.110815711
634,58:39.7,0.02,2.00E-07,9,23,13,228,TRUE,0.009869099
635,58:48.3,1,2.00E-07,5,16,1,223,TRUE,0.35139567
636,58:49.5,0.02,2.00E-07,7,15,6,2,FALSE,0.007186872
637,59:00.3,2,4.00E-07,2,8,4,108,FALSE,1.04945461
638,59:01.3,0.01,1.00E-07,9,16,12,81,TRUE,0.00398964
639,59:02.5,0.04,4.00E-07,8,6,3,146,FALSE,0.010293303
640,59:11.4,1,2.00E-07,5,12,12,200,TRUE,0.315612663
641,59:14.0,0.4,4.00E-07,7,2,1,224,TRUE,0.122297722
642,00:00.6,10,5.00E-07,0,35,4,96,TRUE,3.872809194
643,00:01.6,0.01,1.00E-07,8,18,18,40,TRUE,0.003636436
644,00:48.9,10,5.00E-07,1,35,-3,101,FALSE,2.181267109
645,00:51.2,0.2,2.00E-07,7,14,1,120,FALSE,0.067319867
646,01:38.0,10,5.00E-07,0,33,17,88,FALSE,3.545142177
647,02:24.3,10,5.00E-07,1,21,1,105,FALSE,2.263163113
648,02:26.7,0.2,2.00E-07,7,15,17,173,FALSE,0.095400695
649,02:35.3,1,2.00E-07,5,23,17,176,TRUE,0.284773857
650,02:44.0,1,2.00E-07,5,1,16,190,FALSE,0.30019326
651,02:45.1,0.01,1.00E-07,8,48,10,28,FALSE,0.002739327
652,03:54.7,20,1.00E-06,0,27,16,204,FALSE,7.313467366
653,04:10.2,4,8.00E-07,3,15,18,227,FALSE,1.118530624
654,04:12.7,0.2,2.00E-07,7,11,17,112,FALSE,0.063460063
655,04:21.3,1,2.00E-07,4,23,-2,66,TRUE,0.221307844
656,05:08.7,10,5.00E-07,1,10,11,177,FALSE,3.573870179
657,05:11.4,0.4,4.00E-07,5,29,3,114,FALSE,0.187595388
658,05:20.0,1,2.00E-07,4,49,12,166,FALSE,0.467144093
659,06:06.9,10,5.00E-07,0,7,-2,80,FALSE,
660,06:09.3,0.1,1.00E-07,7,45,13,36,TRUE,0.026279326
661,06:11.6,0.1,1.00E-07,6,5,4,19,TRUE,0.029420029
662,06:12.8,0.01,1.00E-07,9,42,5,95,TRUE,0.004547945
663,06:13.7,0.004,4.00E-07,8,9,5,15,TRUE,0.002036204
664,06:22.4,1,2.00E-07,5,22,22,190,TRUE,0.305253661
665,06:24.6,0.1,1.00E-07,5,31,18,8,FALSE,0.033954734
666,06:33.4,1,2.00E-07,4,21,-1,174,TRUE,0.4977831
667,07:09.0,4,8.00E-07,3,49,-3,244,FALSE,
668,07:21.0,1,2.00E-07,5,12,6,175,TRUE,0.279756456
