sample,time,window,precision,modulation,band,power,payload,tx2rxdone
6359,2018-06-02 02:34:50.465732,0.2,2.0000200002000023e-06,7,18,18,124,0.07238072380723809
6360,2018-06-02 02:34:55.006719,2.0,2.000002000002e-06,2,31,19,53,0.6398346398346397
6361,2018-06-02 02:34:55.949419,0.002,2.002002002002002e-06,8,42,19,0,
6362,2018-06-02 02:34:56.868448,0.004,4.004004004004004e-06,8,25,-1,8,
6363,2018-06-02 02:34:58.120014,0.2,2.0000200002000023e-06,7,33,15,85,0.05194051940519406
6364,2018-06-02 02:35:02.638825,2.0,2.000002000002e-06,2,38,-3,82,0.8855568855568855
6365,2018-06-02 02:35:03.913939,0.4,4.000040000400005e-06,5,32,14,67,0.12613726137261375
6366,2018-06-02 02:35:11.106591,4.0,4.000004000004e-06,1,11,9,81,1.8536898536898536
6367,2018-06-02 02:35:12.434074,0.2,2.0000200002000023e-06,5,0,4,26,0.06473864738647388
6368,2018-06-02 02:35:19.558940,4.0,4.000004000004e-06,0,32,10,15,1.2514532514532513
6369,2018-06-02 02:35:20.546248,0.01,1.0001000100010001e-06,9,32,8,82,0.0040684068406840685
6370,2018-06-02 02:35:27.804225,4.0,4.000004000004e-06,2,45,2,112,1.1313091313091312
6371,2018-06-02 02:35:48.332193,10.0,2.00000040000008e-06,1,8,18,120,2.5909005181801037
6372,2018-06-02 02:35:49.558296,0.2,2.0000200002000023e-06,6,32,8,56,0.06516465164651647
6373,2018-06-02 02:35:50.635129,0.2,2.0000200002000023e-06,4,32,1,22,
6374,2018-06-02 02:35:51.573692,0.002,2.002002002002002e-06,9,24,7,3,0.0009089089089089089
6375,2018-06-02 02:35:52.886635,0.4,4.000040000400005e-06,5,0,19,101,0.1772977729777298
6376,2018-06-02 02:35:57.306812,2.0,2.000002000002e-06,2,34,19,76,0.8445528445528445
6377,2018-06-02 02:35:58.291934,0.01,1.0001000100010001e-06,9,7,10,68,0.0035083508350835083
6378,2018-06-02 02:36:18.915590,10.0,2.00000040000008e-06,1,10,15,95,2.1812044362408876
6379,2018-06-02 02:36:20.140258,0.2,2.0000200002000023e-06,6,27,-3,62,0.07028270282702828
6380,2018-06-02 02:36:21.107718,0.01,1.0001000100010001e-06,8,43,13,44,0.003956395639563956
6381,2018-06-02 02:36:22.022890,0.004,4.004004004004004e-06,9,8,8,20,0.0015895895895895896
6382,2018-06-02 02:36:26.440789,2.0,2.000002000002e-06,3,31,4,100,0.5655365655365655
6383,2018-06-02 02:36:33.755306,4.0,4.000004000004e-06,2,41,21,108,1.0903930903930903
6384,2018-06-02 02:36:34.876657,0.1,1.0000100001000012e-06,6,45,-3,11,0.02676226762267623
6385,2018-06-02 02:36:35.818524,0.004,4.004004004004004e-06,8,37,14,9,
6386,2018-06-02 02:36:36.907738,0.1,1.0000100001000012e-06,7,6,17,50,0.03402034020340204
6387,2018-06-02 02:36:38.268149,0.4,4.000040000400005e-06,6,41,20,126,0.12408524085240855
6388,2018-06-02 02:36:39.223571,0.01,1.0001000100010001e-06,8,29,9,15,0.0021012101210121014
6389,2018-06-02 02:36:46.478704,4.0,4.000004000004e-06,1,31,5,75,1.7717177717177715
6390,2018-06-02 02:36:49.520797,1.0,1.000001000001e-06,4,16,15,119,0.3646443646443646
6391,2018-06-02 02:36:50.791641,0.4,4.000040000400005e-06,5,5,13,52,0.10562105621056213
6392,2018-06-02 02:37:11.522482,10.0,2.00000040000008e-06,1,4,7,121,2.590940518188104
6393,2018-06-02 02:37:15.976050,2.0,2.000002000002e-06,2,9,11,76,0.8445528445528445
6394,2018-06-02 02:37:17.370199,0.4,4.000040000400005e-06,5,13,-3,56,0.11075710757107572
6395,2018-06-02 02:37:18.458591,0.2,2.0000200002000023e-06,4,14,10,10,0.0780467804678047
6396,2018-06-02 02:37:25.460647,4.0,4.000004000004e-06,0,38,5,15,1.2514532514532513
6397,2018-06-02 02:37:26.742126,0.2,2.0000200002000023e-06,4,34,0,10,0.0780467804678047
6398,2018-06-02 02:37:29.690916,1.0,1.000001000001e-06,2,16,6,20,0.3939563939563939
6399,2018-06-02 02:37:36.898447,4.0,4.000004000004e-06,2,8,3,125,1.254113254113254
6400,2018-06-02 02:37:43.993387,4.0,4.000004000004e-06,0,16,-1,23,1.5790495790495789
6401,2018-06-02 02:37:45.249944,0.4,4.000040000400005e-06,6,31,14,107,0.10868108681086812
6402,2018-06-02 02:37:46.218171,0.01,1.0001000100010001e-06,8,39,11,43,0.0038923892389238924
6403,2018-06-02 02:37:47.187871,0.02,2.0002000200020003e-06,8,18,3,128,0.009334933493349335
6404,2018-06-02 02:37:50.089962,1.0,1.000001000001e-06,1,48,10,2,0.46095946095946094
6405,2018-06-02 02:37:53.043233,1.0,1.000001000001e-06,3,32,8,72,0.44261644261644256
6406,2018-06-02 02:37:54.300267,0.2,2.0000200002000023e-06,5,11,10,20,0.05951659516595167
6407,2018-06-02 02:37:58.720253,2.0,2.000002000002e-06,1,24,19,25,0.8705768705768705
6408,2018-06-02 02:37:59.853351,0.2,2.0000200002000023e-06,6,41,6,61,0.06780267802678028
6409,2018-06-02 02:38:00.967280,0.2,2.0000200002000023e-06,5,12,18,20,0.05951459514595147
6410,2018-06-02 02:38:02.149999,0.1,1.0000100001000012e-06,7,2,18,55,0.03657936579365794
6411,2018-06-02 02:38:03.079043,0.01,1.0001000100010001e-06,8,34,5,48,0.004211421142114212
6412,2018-06-02 02:38:04.004804,0.01,1.0001000100010001e-06,9,33,20,58,0.0031083108310831086
6413,2018-06-02 02:38:05.066999,0.1,1.0000100001000012e-06,7,26,9,48,0.03275932759327594
6414,2018-06-02 02:38:25.657835,10.0,2.00000040000008e-06,0,9,21,99,4.036678807335762
6415,2018-06-02 02:38:26.671487,0.02,2.0002000200020003e-06,8,45,11,120,0.00882088208820882
6416,2018-06-02 02:38:27.588978,0.004,4.004004004004004e-06,9,8,16,26,
6417,2018-06-02 02:38:28.537530,0.01,1.0001000100010001e-06,9,51,5,67,0.0034673467346734675
6418,2018-06-02 02:38:31.491883,1.0,1.000001000001e-06,4,44,0,57,0.20088620088620088
6419,2018-06-02 02:38:32.745769,0.4,4.000040000400005e-06,3,25,5,24,
6420,2018-06-02 02:38:35.695306,1.0,1.000001000001e-06,4,32,2,103,0.3236893236893237
6421,2018-06-02 02:38:36.933887,0.2,2.0000200002000023e-06,4,3,0,11,0.0881668816688167
6422,2018-06-02 02:38:44.092631,4.0,4.000004000004e-06,1,21,19,60,1.5258975258975258
6423,2018-06-02 02:38:45.426904,0.2,2.0000200002000023e-06,5,20,6,26,0.06473664736647368
6424,2018-06-02 02:38:46.372714,0.004,4.004004004004004e-06,9,8,0,10,
6425,2018-06-02 02:39:20.692239,20.0,4.00000080000016e-06,0,23,-1,128,5.019661003932201
6426,2018-06-02 02:39:22.054184,0.4,4.000040000400005e-06,2,23,15,2,
6427,2018-06-02 02:39:23.186438,0.2,2.0000200002000023e-06,4,47,21,19,
6428,2018-06-02 02:39:24.166439,0.02,2.0002000200020003e-06,9,0,22,126,0.005828582858285828
6429,2018-06-02 02:39:25.512126,0.4,4.000040000400005e-06,5,28,19,61,0.11593715937159374
6430,2018-06-02 02:39:26.460664,0.004,4.004004004004004e-06,8,2,1,6,0.0015255255255255255
6431,2018-06-02 02:39:29.497094,1.0,1.000001000001e-06,1,22,18,3,0.46099946099946093
6432,2018-06-02 02:39:30.473992,0.02,2.0002000200020003e-06,8,37,12,59,0.0049164916491649165
6433,2018-06-02 02:39:31.406018,0.04,4.0004000400040005e-06,7,3,6,15,0.016101610161016102
6434,2018-06-02 02:39:32.338145,0.01,1.0001000100010001e-06,9,32,21,66,0.0034283428342834284
6435,2018-06-02 02:39:33.463149,0.2,2.0000200002000023e-06,7,33,6,79,0.04934049340493406
6436,2018-06-02 02:39:34.475477,0.01,1.0001000100010001e-06,9,32,10,45,0.002587258725872587
6437,2018-06-02 02:39:35.714404,0.2,2.0000200002000023e-06,7,47,21,84,0.05189851898518986
6438,2018-06-02 02:39:36.665743,0.004,4.004004004004004e-06,9,47,16,18,0.0015135135135135134
6439,2018-06-02 02:39:57.289338,10.0,2.00000040000008e-06,1,29,1,112,2.4271024854204972
6440,2018-06-02 02:40:00.233602,1.0,1.000001000001e-06,1,12,21,2,0.4609624609624609
6441,2018-06-02 02:40:04.637375,2.0,2.000002000002e-06,3,0,22,95,0.545034545034545
6442,2018-06-02 02:40:08.813878,2.0,2.000002000002e-06,3,26,8,104,0.585996585996586
6443,2018-06-02 02:40:09.819928,0.02,2.0002000200020003e-06,9,43,20,110,0.005188518851885189
6444,2018-06-02 02:40:12.781491,1.0,1.000001000001e-06,1,30,21,7,
6445,2018-06-02 02:40:15.678147,1.0,1.000001000001e-06,3,42,12,33,0.25836125836125834
6446,2018-06-02 02:40:16.677898,0.02,2.0002000200020003e-06,8,6,-3,93,0.007092709270927093
6447,2018-06-02 02:40:17.611032,0.01,1.0001000100010001e-06,9,22,16,69,0.0035483548354835483
6448,2018-06-02 02:40:18.500199,0.002,2.002002002002002e-06,8,10,20,0,
6449,2018-06-02 02:40:21.549792,1.0,1.000001000001e-06,3,30,12,47,0.3198203198203198
6450,2018-06-02 02:40:25.944822,2.0,2.000002000002e-06,3,46,21,92,0.5246205246205246
6451,2018-06-02 02:40:27.221734,0.4,4.000040000400005e-06,4,7,-1,46,0.170209702097021
6452,2018-06-02 02:40:28.329910,0.2,2.0000200002000023e-06,6,48,1,57,0.06520265202652027
6453,2018-06-02 02:40:32.884094,2.0,2.000002000002e-06,3,33,5,119,0.6474946474946475
6454,2018-06-02 02:40:53.628329,10.0,2.00000040000008e-06,0,15,10,94,3.872834774566955
6455,2018-06-02 02:40:57.894442,2.0,2.000002000002e-06,1,41,18,25,0.8705768705768705
6456,2018-06-02 02:41:02.287873,2.0,2.000002000002e-06,2,31,14,72,0.8036328036328035
6457,2018-06-02 02:41:05.354415,1.0,1.000001000001e-06,4,42,-1,127,0.38512438512438507
6458,2018-06-02 02:41:25.991863,10.0,2.00000040000008e-06,1,11,18,123,2.6727585345517073
6459,2018-06-02 02:41:27.447533,0.4,4.000040000400005e-06,6,43,8,106,0.10620106201062013
6460,2018-06-02 02:41:28.450290,0.02,2.0002000200020003e-06,8,49,17,106,0.007922792279227923
6461,2018-06-02 02:41:32.961850,2.0,2.000002000002e-06,1,13,13,18,0.7068207068207067
6462,2018-06-02 02:41:34.195437,0.2,2.0000200002000023e-06,6,5,12,68,0.07540275402754029
6463,2018-06-02 02:41:35.464151,0.4,4.000040000400005e-06,4,42,20,36,0.14964949649496498
6464,2018-06-02 02:41:38.469760,1.0,1.000001000001e-06,4,6,11,77,0.2520882520882521
6465,2018-06-02 02:41:42.720280,2.0,2.000002000002e-06,2,12,19,52,0.6397946397946397
6466,2018-06-02 02:41:43.681895,0.04,4.0004000400040005e-06,6,44,10,3,0.01912191219121912
6467,2018-06-02 02:41:46.677988,1.0,1.000001000001e-06,5,15,17,112,0.19267519267519265
6468,2018-06-02 02:41:47.756269,0.1,1.0000100001000012e-06,7,12,16,67,0.04296242962429625
6469,2018-06-02 02:41:52.305138,2.0,2.000002000002e-06,1,26,7,33,
6470,2018-06-02 02:41:55.219897,1.0,1.000001000001e-06,4,30,11,124,0.3749273749273749
6471,2018-06-02 02:41:58.141103,1.0,1.000001000001e-06,3,1,5,79,0.46319846319846314
6472,2018-06-02 02:41:59.498923,0.4,4.000040000400005e-06,4,32,7,41,0.15992959929599299
6473,2018-06-02 02:42:06.648190,4.0,4.000004000004e-06,1,47,0,70,1.6897736897736897
6474,2018-06-02 02:42:07.983330,0.4,4.000040000400005e-06,6,35,5,124,0.12156121561215615
6475,2018-06-02 02:42:28.409139,10.0,2.00000040000008e-06,1,35,18,92,2.099342419868484
6476,2018-06-02 02:42:31.377199,1.0,1.000001000001e-06,3,15,3,32,0.2583202583202583
6477,2018-06-02 02:42:32.385596,0.02,2.0002000200020003e-06,9,31,14,114,0.005348534853485349
6478,2018-06-02 02:42:35.343939,1.0,1.000001000001e-06,4,34,20,55,0.2008102008102008
6479,2018-06-02 02:42:36.621084,0.2,2.0000200002000023e-06,4,11,22,22,
6480,2018-06-02 02:42:38.002637,0.4,4.000040000400005e-06,5,27,17,59,0.11585315853158533
6481,2018-06-02 02:42:39.012949,0.02,2.0002000200020003e-06,8,27,10,118,0.008694869486948696
6482,2018-06-02 02:42:40.060267,0.1,1.0000100001000012e-06,6,42,7,11,0.02676126761267613
6483,2018-06-02 02:42:41.399531,0.4,4.000040000400005e-06,5,0,16,65,0.12605326053260535
6484,2018-06-02 02:42:42.709224,0.4,4.000040000400005e-06,6,38,14,118,0.11644116441164414
6485,2018-06-02 02:42:43.692151,0.02,2.0002000200020003e-06,8,25,20,75,0.005940594059405941
6486,2018-06-02 02:42:44.599323,0.004,4.004004004004004e-06,8,44,17,14,
6487,2018-06-02 02:42:45.879273,0.2,2.0000200002000023e-06,6,43,1,65,0.07283872838728388
6488,2018-06-02 02:42:46.819995,0.004,4.004004004004004e-06,8,28,-2,10,0.0017817817817817817
6489,2018-06-02 02:42:47.865181,0.1,1.0000100001000012e-06,7,28,10,27,0.022483224832248325
6490,2018-06-02 02:42:48.844010,0.02,2.0002000200020003e-06,9,20,9,115,0.00539053905390539
6491,2018-06-02 02:42:49.964123,0.2,2.0000200002000023e-06,6,39,2,59,0.06772267722677228
6492,2018-06-02 02:42:57.061146,4.0,4.000004000004e-06,1,8,13,72,1.6898496898496898
6493,2018-06-02 02:42:58.532908,0.2,2.0000200002000023e-06,6,26,19,56,0.06516265162651627
6494,2018-06-02 02:43:19.164170,10.0,2.00000040000008e-06,0,16,21,65,2.889840577968116
6495,2018-06-02 02:43:26.334714,4.0,4.000004000004e-06,2,47,7,127,1.2541932541932541
6496,2018-06-02 02:43:27.667193,0.4,4.000040000400005e-06,3,5,12,20,0.19694196941969422
6497,2018-06-02 02:43:28.707971,0.1,1.0000100001000012e-06,6,51,-1,27,0.039598395983959846
6498,2018-06-02 02:43:29.733832,0.1,1.0000100001000012e-06,5,43,14,12,0.04425544255442555
6499,2018-06-02 02:43:30.709663,0.02,2.0002000200020003e-06,8,27,7,96,0.007286728672867287
6500,2018-06-02 02:43:31.800554,0.1,1.0000100001000012e-06,6,27,6,27,0.03960239602396025
6501,2018-06-02 02:43:36.296238,2.0,2.000002000002e-06,0,7,16,7,
6502,2018-06-02 02:43:37.532771,0.2,2.0000200002000023e-06,4,42,1,7,0.07792677926779269
6503,2018-06-02 02:43:38.488025,0.004,4.004004004004004e-06,9,35,10,20,0.0015895895895895896
6504,2018-06-02 02:43:45.766399,4.0,4.000004000004e-06,1,8,0,49,1.28023328023328
6505,2018-06-02 02:43:46.760407,0.01,1.0001000100010001e-06,9,19,1,84,0.004147414741474147
6506,2018-06-02 02:43:47.867568,0.1,1.0000100001000012e-06,7,46,2,39,0.028861288612886133
6507,2018-06-02 02:43:48.804986,0.02,2.0002000200020003e-06,8,47,7,64,0.005236523652365236
6508,2018-06-02 02:43:53.299871,2.0,2.000002000002e-06,3,44,7,98,0.5451545451545451
6509,2018-06-02 02:43:54.575841,0.4,4.000040000400005e-06,5,17,20,61,0.11593715937159374
6510,2018-06-02 02:43:57.552857,1.0,1.000001000001e-06,4,41,-3,91,0.29296629296629295
6511,2018-06-02 02:43:58.586597,0.02,2.0002000200020003e-06,9,26,22,101,0.004828482848284829
6512,2018-06-02 02:43:59.742682,0.2,2.0000200002000023e-06,6,39,1,71,0.07796677966779669
6513,2018-06-02 02:44:04.319721,2.0,2.000002000002e-06,3,37,14,94,0.5449985449985449
6514,2018-06-02 02:44:05.468371,0.1,1.0000100001000012e-06,5,14,0,0,0.028837288372883733
6515,2018-06-02 02:44:10.044564,2.0,2.000002000002e-06,2,7,22,40,0.5577965577965578
6516,2018-06-02 02:44:11.285390,0.2,2.0000200002000023e-06,6,38,12,86,0.09076090760907611
6517,2018-06-02 02:44:12.411514,0.1,1.0000100001000012e-06,7,5,-1,48,0.03276132761327614
6518,2018-06-02 02:44:19.633008,4.0,4.000004000004e-06,0,35,8,13,1.2513732513732512
6519,2018-06-02 02:44:20.642052,0.02,2.0002000200020003e-06,9,19,-1,117,0.005468546854685469
6520,2018-06-02 02:44:22.037104,0.4,4.000040000400005e-06,5,51,-3,102,0.1773377733777338
6521,2018-06-02 02:44:23.399442,0.2,2.0000200002000023e-06,7,12,12,126,0.07363873638736389
6522,2018-06-02 02:44:26.312475,1.0,1.000001000001e-06,3,19,18,45,0.31973831973831973
6523,2018-06-02 02:44:27.571432,0.2,2.0000200002000023e-06,6,41,14,63,0.07032070320703208
6524,2018-06-02 02:44:32.103447,2.0,2.000002000002e-06,2,17,4,61,0.7216747216747216
6525,2018-06-02 02:44:34.979511,1.0,1.000001000001e-06,3,32,0,40,0.2992412992412992
6526,2018-06-02 02:44:39.466927,2.0,2.000002000002e-06,3,39,0,105,0.586040586040586
6527,2018-06-02 02:44:40.711152,0.1,1.0000100001000012e-06,6,51,-1,38,0.04979949799497996
6528,2018-06-02 02:44:41.704556,0.1,1.0000100001000012e-06,6,42,18,26,0.03956239562395625
6529,2018-06-02 02:44:42.645574,0.002,2.002002002002002e-06,9,40,4,6,
6530,2018-06-02 02:44:43.862014,0.2,2.0000200002000023e-06,3,47,5,0,
6531,2018-06-02 02:44:47.136500,1.0,1.000001000001e-06,4,22,3,99,0.3134453134453134
6532,2018-06-02 02:44:48.133846,0.01,1.0001000100010001e-06,9,4,19,90,0.004388438843884388
6533,2018-06-02 02:44:55.372559,4.0,4.000004000004e-06,1,1,4,45,1.1983371983371982
6534,2018-06-02 02:45:02.479728,4.0,4.000004000004e-06,0,5,20,14,1.2514132514132512
6535,2018-06-02 02:45:05.395127,1.0,1.000001000001e-06,3,29,14,48,0.3198603198603198
6536,2018-06-02 02:45:06.624941,0.4,4.000040000400005e-06,5,42,-2,49,0.10051700517005172
6537,2018-06-02 02:45:07.794005,0.2,2.0000200002000023e-06,7,51,0,113,0.06603866038660387
6538,2018-06-02 02:45:09.014370,0.2,2.0000200002000023e-06,6,47,12,78,0.0831188311883119
6539,2018-06-02 02:45:10.003573,0.01,1.0001000100010001e-06,9,12,6,76,
6540,2018-06-02 02:45:11.058207,0.1,1.0000100001000012e-06,7,5,15,35,0.02634226342263423
6541,2018-06-02 02:45:13.924810,1.0,1.000001000001e-06,3,46,13,27,0.2378182378182378
6542,2018-06-02 02:45:14.993606,0.1,1.0000100001000012e-06,5,3,22,0,0.028836288362883634
6543,2018-06-02 02:45:22.189982,4.0,4.000004000004e-06,1,4,12,65,1.6078336078336077
6544,2018-06-02 02:45:25.128693,1.0,1.000001000001e-06,3,25,13,84,0.48369648369648366
6545,2018-06-02 02:45:26.405333,0.2,2.0000200002000023e-06,7,2,-1,91,0.05572055720557206
6546,2018-06-02 02:45:33.579553,4.0,4.000004000004e-06,0,13,-3,37,
6547,2018-06-02 02:45:34.902149,0.4,4.000040000400005e-06,5,8,5,59,0.11585715857158574
6548,2018-06-02 02:45:36.126141,0.4,4.000040000400005e-06,4,28,0,37,0.14969349693496936
6549,2018-06-02 02:45:37.254059,0.1,1.0000100001000012e-06,7,38,11,54,0.03653936539365394
6550,2018-06-02 02:45:44.445505,4.0,4.000004000004e-06,1,17,19,62,1.5259735259735259
6551,2018-06-02 02:45:45.410800,0.04,4.0004000400040005e-06,6,40,-1,6,
6552,2018-06-02 02:45:46.322088,0.004,4.004004004004004e-06,8,3,13,14,
6553,2018-06-02 02:46:06.648328,10.0,2.00000040000008e-06,0,4,11,52,2.5620445124089026
6554,2018-06-02 02:46:09.567665,1.0,1.000001000001e-06,3,33,7,52,0.3403193403193403
6555,2018-06-02 02:46:10.639753,0.1,1.0000100001000012e-06,6,29,-1,24,0.03704237042370424
6556,2018-06-02 02:46:11.579993,0.01,1.0001000100010001e-06,8,15,14,37,0.0035083508350835083
6557,2018-06-02 02:46:12.557118,0.02,2.0002000200020003e-06,8,24,1,121,0.008884888488848885
6558,2018-06-02 02:46:13.766235,0.2,2.0000200002000023e-06,4,28,6,10,0.0780467804678047
6559,2018-06-02 02:46:14.722024,0.004,4.004004004004004e-06,9,29,21,27,0.0018698698698698698
6560,2018-06-02 02:46:19.166492,2.0,2.000002000002e-06,1,11,16,17,0.7067787067787067
6561,2018-06-02 02:46:20.177568,0.02,2.0002000200020003e-06,9,29,4,124,0.005750575057505751
6562,2018-06-02 02:46:21.407837,0.2,2.0000200002000023e-06,5,23,13,41,0.09023490234902351
6563,2018-06-02 02:46:42.249275,10.0,2.00000040000008e-06,0,13,22,44,2.2344444468888893
6564,2018-06-02 02:46:46.603026,2.0,2.000002000002e-06,3,12,4,119,0.6474946474946475
6565,2018-06-02 02:46:47.568228,0.04,4.0004000400040005e-06,7,38,4,16,0.017325732573257327
6566,2018-06-02 02:46:52.048203,2.0,2.000002000002e-06,3,22,17,125,0.668038668038668
6567,2018-06-02 02:46:56.330783,2.0,2.000002000002e-06,2,49,7,94,0.9675529675529675
6568,2018-06-02 02:47:00.528968,2.0,2.000002000002e-06,3,38,17,111,0.6065746065746065
6569,2018-06-02 02:47:01.786096,0.1,1.0000100001000012e-06,7,7,21,71,0.04548045480454805
6570,2018-06-02 02:47:02.930534,0.2,2.0000200002000023e-06,7,23,22,90,0.05450054500545006
6571,2018-06-02 02:47:03.910440,0.01,1.0001000100010001e-06,8,8,11,42,0.0038293829382938295
6572,2018-06-02 02:47:04.837621,0.01,1.0001000100010001e-06,9,28,11,64,0.0033503350335033506
6573,2018-06-02 02:47:05.775241,0.04,4.0004000400040005e-06,7,11,4,18,0.0173977397739774
6574,2018-06-02 02:47:07.208001,0.4,4.000040000400005e-06,5,17,16,94,0.1670536705367054
6575,2018-06-02 02:47:27.554181,10.0,2.00000040000008e-06,0,5,8,70,3.0536786107357226
6576,2018-06-02 02:47:48.104816,10.0,2.00000040000008e-06,0,26,18,78,3.3812826762565353
6577,2018-06-02 02:47:49.589243,0.4,4.000040000400005e-06,5,38,4,64,0.12103721037210374
6578,2018-06-02 02:47:50.782092,0.2,2.0000200002000023e-06,7,49,7,75,0.046818468184681855
6579,2018-06-02 02:47:51.848984,0.1,1.0000100001000012e-06,6,36,17,11,0.02676226762267623
6580,2018-06-02 02:47:54.824109,1.0,1.000001000001e-06,4,21,3,91,0.29296529296529294
6581,2018-06-02 02:48:15.217593,10.0,2.00000040000008e-06,0,15,-2,58,2.7259205451841093
6582,2018-06-02 02:48:22.412602,4.0,4.000004000004e-06,1,39,8,76,1.7717497717497717
6583,2018-06-02 02:48:23.416622,0.02,2.0002000200020003e-06,8,38,14,100,0.007540754075407541
6584,2018-06-02 02:48:24.594306,0.1,1.0000100001000012e-06,7,14,3,44,0.03141831418314184
6585,2018-06-02 02:48:29.002326,2.0,2.000002000002e-06,2,15,2,47,0.5988365988365988
6586,2018-06-02 02:48:30.335554,0.1,1.0000100001000012e-06,7,48,16,52,0.03527935279352794
6587,2018-06-02 02:48:34.713397,2.0,2.000002000002e-06,2,47,8,58,0.6807966807966808
6588,2018-06-02 02:48:55.339776,10.0,2.00000040000008e-06,1,11,8,128,2.75469655093931
6589,2018-06-02 02:49:16.313582,10.0,2.00000040000008e-06,1,29,6,111,2.427062485412497
6590,2018-06-02 02:49:17.685381,0.4,4.000040000400005e-06,5,22,15,97,0.1721537215372154
6591,2018-06-02 02:49:18.946198,0.4,4.000040000400005e-06,6,25,4,100,0.10108501085010851
6592,2018-06-02 02:49:23.468427,2.0,2.000002000002e-06,3,11,10,123,0.6679586679586679
6593,2018-06-02 02:49:26.404523,1.0,1.000001000001e-06,3,36,1,81,0.4835754835754835
6594,2018-06-02 02:49:29.253283,1.0,1.000001000001e-06,2,40,9,24,0.39411939411939406
6595,2018-06-02 02:49:36.343252,4.0,4.000004000004e-06,0,38,1,36,
6596,2018-06-02 02:49:43.594134,4.0,4.000004000004e-06,1,40,6,76,1.7717497717497717
6597,2018-06-02 02:49:50.726325,4.0,4.000004000004e-06,2,11,3,120,1.213149213149213
6598,2018-06-02 02:49:51.694759,0.01,1.0001000100010001e-06,8,22,7,38,0.0035733573357335734
6599,2018-06-02 02:49:52.601668,0.01,1.0001000100010001e-06,8,3,12,32,0.0031883188318831885
6600,2018-06-02 02:49:53.806153,0.2,2.0000200002000023e-06,4,14,10,11,0.0881688816888169
6601,2018-06-02 02:49:54.774496,0.02,2.0002000200020003e-06,9,37,-3,125,0.005788578857885788
6602,2018-06-02 02:49:55.825069,0.1,1.0000100001000012e-06,6,27,3,28,0.03964239642396425
6603,2018-06-02 02:49:56.845923,0.1,1.0000100001000012e-06,7,26,0,68,0.04300043000430005
