sample,time,window,precision,modulation,band,power,payload,measured
7971,57:30.7,0.1,2.00E-08,4,13,-14,77,0.047280749
7972,57:58.6,1,5.00E-08,0,26,19,73,0.759865738
2694,19:18.3,0.04,4.00E-08,5,29,15,195,0.023739384
7974,58:02.8,0.002,2.00E-08,9,34,-13,90,0.000623766
7975,58:10.3,0.1,2.00E-08,4,9,-12,160,0.047280149
1954,24:01.1,0.2,4.00E-08,3,27,-6,4,0.094498979
7977,58:46.0,1,5.00E-08,0,26,9,135,0.759865488
243,48:53.7,0.4,8.00E-08,2,37,-13,13,0.189186358
5605,44:10.8,0.04,4.00E-08,6,38,-10,14,0.014052014
9363,30:01.4,0.04,4.00E-08,6,31,1,189,0.014052014
7981,59:27.5,1,5.00E-08,1,29,-12,48,0.379073269
7982,59:29.1,0.002,2.00E-08,8,3,6,185,0.000906089
2273,15:38.8,0.4,8.00E-08,2,25,17,22,0.189186358
3456,13:03.7,0.2,4.00E-08,3,14,8,213,0.094498979
7985,59:46.4,0.002,2.00E-08,8,17,12,241,0.000905029
7986,59:47.8,0.002,2.00E-08,8,37,22,96,0.000904909
4774,35:01.5,0.2,4.00E-08,3,25,6,33,0.094498979
9456,42:32.1,0.04,4.00E-08,6,7,14,168,0.014052014
7989,00:27.0,1,5.00E-08,1,25,2,190,0.379070519
9515,51:59.0,0.04,4.00E-08,6,50,14,216,0.014052014
7991,00:57.5,1,5.00E-08,1,28,19,80,0.379073319
7992,01:33.6,1,5.00E-08,1,37,-14,137,0.379069619
7993,01:41.4,0.1,2.00E-08,4,25,17,29,0.047284289
9964,58:18.8,0.04,4.00E-08,6,42,-17,235,0.014052014
6524,12:27.9,0.2,4.00E-08,3,3,-3,138,0.094498979
7996,01:53.4,0.002,2.00E-08,9,23,5,206,0.000625306
7997,02:22.1,1,5.00E-08,0,2,19,234,0.759867088
2378,33:55.4,0.4,8.00E-08,2,43,7,184,0.189186358
7999,02:32.2,0.002,2.00E-08,9,24,2,218,0.000625726
8000,02:59.9,1,5.00E-08,1,42,-8,50,0.379073219
8001,03:01.5,0.002,2.00E-08,9,1,22,42,0.000626586
8002,03:04.3,0.02,2.00E-08,7,11,20,244,0.007169307
8003,03:33.0,1,5.00E-08,0,45,-8,85,0.759868238
8004,04:00.5,1,5.00E-08,1,19,-11,177,0.379070419
8005,04:28.8,1,5.00E-08,0,4,-13,82,0.759865538
8006,04:36.5,0.1,2.00E-08,4,24,19,136,0.047283929
8007,04:39.0,0.02,2.00E-08,7,3,-6,33,0.007168447
8008,04:40.5,0.002,2.00E-08,9,40,-6,18,
7406,21:29.6,0.2,4.00E-08,3,40,11,29,0.094498979
8010,04:49.9,0.002,2.00E-08,8,47,18,141,0.000904589
8011,04:51.3,0.002,2.00E-08,8,47,11,149,0.000906069
4188,07:28.9,0.04,4.00E-08,5,30,-6,86,0.023739384
2497,49:13.3,0.04,4.00E-08,6,39,-16,234,0.014052054
8014,04:58.1,0.002,2.00E-08,9,15,-6,101,0.000623266
8015,04:59.5,0.002,2.00E-08,9,17,9,10,0.000623766
9489,48:05.5,0.2,4.00E-08,3,8,-13,82,0.094498979
3245,43:28.6,0.04,4.00E-08,6,29,7,68,0.014052054
8018,05:11.4,0.002,2.00E-08,8,46,20,14,0.000906129
8019,05:12.9,0.002,2.00E-08,8,29,14,103,0.000906609
8020,05:41.0,1,5.00E-08,1,17,13,121,0.379070519
8021,05:49.0,0.1,2.00E-08,4,18,-14,189,0.047284489
8022,05:50.6,0.002,2.00E-08,9,42,5,20,0.000625406
8023,05:58.2,0.1,2.00E-08,4,15,20,73,0.047283509
5851,24:33.0,0.04,4.00E-08,6,22,-12,160,0.014052054
8025,06:29.1,1,5.00E-08,1,46,16,7,0.379069669
8026,06:56.8,1,5.00E-08,1,5,7,167,0.379070769
3516,22:18.3,0.4,8.00E-08,2,38,13,151,0.189186358
8028,07:12.9,0.1,2.00E-08,4,44,-7,149,0.047283389
7339,11:04.9,0.04,4.00E-08,6,15,-5,124,0.014052054
8030,07:18.0,0.02,2.00E-08,7,42,21,125,0.007172747
8031,07:46.4,1,5.00E-08,0,15,4,78,0.759867238
8032,08:14.9,1,5.00E-08,0,26,14,250,0.759866288
4266,18:48.4,0.04,4.00E-08,5,6,-12,162,0.023739384
8034,08:25.3,0.1,2.00E-08,4,36,10,220,0.047281209
8035,08:53.1,1,5.00E-08,0,24,-10,48,0.759867738
8036,09:00.8,0.1,2.00E-08,4,25,15,161,0.047280089
9548,55:41.2,0.2,4.00E-08,3,40,4,209,0.094498979
8038,09:37.5,1,5.00E-08,0,39,-12,166,0.759866988
8229,34:39.3,0.04,4.00E-08,6,45,13,62,0.014052054
8040,09:48.0,0.1,2.00E-08,4,41,-10,167,0.047282869
6500,08:12.9,0.04,4.00E-08,5,20,-11,99,0.023739384
3695,49:05.6,0.4,8.00E-08,2,9,15,47,0.189186358
8043,10:00.4,0.002,2.00E-08,8,30,-2,29,0.000905669
8044,10:28.9,1,5.00E-08,0,43,-10,128,0.759867288
8045,10:30.5,0.002,2.00E-08,9,12,21,52,0.000624306
8046,10:59.2,1,5.00E-08,1,8,3,203,0.379071119
9626,06:10.5,0.04,4.00E-08,6,11,1,224,0.014052054
7861,41:44.9,0.04,4.00E-08,5,29,-14,106,0.023739384
8049,11:12.6,0.1,2.00E-08,4,14,2,251,0.047281149
625,03:25.9,0.2,4.00E-08,3,4,-12,7,0.094499019
8051,11:23.4,0.02,2.00E-08,7,0,6,70,0.007169727
683,11:13.2,0.04,4.00E-08,5,25,-6,50,0.023739424
3932,27:46.2,0.4,8.00E-08,2,40,-16,21,0.189186358
8054,11:35.5,0.002,2.00E-08,8,9,-7,51,0.000905169
1459,08:20.1,0.04,4.00E-08,5,1,14,67,0.023739424
4655,19:43.5,0.4,8.00E-08,2,4,-9,157,0.189186358
8057,11:47.5,0.002,2.00E-08,9,31,-6,11,0.000623586
8058,11:55.1,0.1,2.00E-08,4,40,-4,250,0.047283149
8059,12:23.4,1,5.00E-08,1,24,12,8,0.379070669
8060,12:25.0,0.002,2.00E-08,8,47,-17,103,0.000906069
742,20:59.1,0.04,4.00E-08,6,20,1,33,0.014052094
1791,58:50.0,0.04,4.00E-08,5,40,-16,41,0.023739424
1082,12:12.1,0.2,4.00E-08,3,12,-3,7,0.094499019
8064,12:39.5,0.002,2.00E-08,9,48,5,3,0.000625886
8065,12:41.9,0.02,2.00E-08,7,24,21,215,0.007172347
8066,12:49.6,0.1,2.00E-08,4,26,-17,66,0.047282229
6625,27:50.6,0.04,4.00E-08,6,40,-8,77,0.014052094
6325,41:06.7,0.4,8.00E-08,2,37,1,196,0.189186358
8698,48:00.8,0.4,8.00E-08,2,0,5,204,0.189186358
8070,13:36.5,1,5.00E-08,1,43,3,245,0.379069869
8071,13:38.2,0.002,2.00E-08,9,21,19,200,0.000625246
8072,13:39.6,0.002,2.00E-08,8,25,21,187,0.000906069
8073,13:41.1,0.002,2.00E-08,9,25,22,128,0.000624006
7924,51:20.4,0.04,4.00E-08,6,25,11,1,0.014052094
8555,26:14.8,0.04,4.00E-08,6,11,2,114,0.014052094
8076,13:53.8,0.1,2.00E-08,4,50,4,91,0.047280149
8077,14:22.4,1,5.00E-08,1,33,14,139,0.379073269
8078,14:50.0,1,5.00E-08,1,12,2,242,0.379071419
8079,14:51.7,0.002,2.00E-08,9,2,-15,165,0.000623946
2801,35:14.3,0.04,4.00E-08,5,19,11,158,0.023739424
3957,30:21.0,0.04,4.00E-08,5,13,14,171,0.023739424
8082,15:04.7,0.1,2.00E-08,4,15,14,144,0.047280129
8083,15:32.9,1,5.00E-08,1,31,17,169,0.379071169
7755,19:56.8,0.04,4.00E-08,5,11,-1,23,0.023739424
8085,15:37.1,0.002,2.00E-08,8,25,5,164,0.000905869
8086,15:38.4,0.002,2.00E-08,8,17,6,78,0.000905669
8833,05:30.5,0.4,8.00E-08,2,38,1,209,0.189186358
8088,15:49.1,0.02,2.00E-08,7,43,-3,238,0.007173647
2422,40:13.5,0.2,4.00E-08,3,24,-2,74,0.094499019
8090,16:24.8,1,5.00E-08,0,30,12,70,0.759870188
1928,19:32.6,0.04,4.00E-08,5,48,-8,13,0.023739464
8092,16:30.1,0.02,2.00E-08,7,19,-14,180,0.007171487
8093,16:38.0,0.1,2.00E-08,4,38,17,54,0.047279509
8094,16:40.5,0.02,2.00E-08,7,29,13,44,0.007171527
6612,25:09.8,0.2,4.00E-08,3,13,-9,87,0.094499019
5182,42:24.6,0.04,4.00E-08,5,32,-1,29,0.023739504
8097,16:54.0,0.02,2.00E-08,7,51,-2,173,0.007169827
8503,17:18.4,0.2,4.00E-08,3,40,-8,227,0.094499019
8099,17:03.5,0.002,2.00E-08,8,29,-11,22,0.000905649
9249,13:39.6,0.4,8.00E-08,2,7,5,67,0.189186358
8101,17:40.1,1,5.00E-08,0,14,15,97,0.759866538
3,11:46.8,0.2,4.00E-08,3,22,6,246,0.094499059
8103,18:16.7,1,5.00E-08,0,32,-13,70,0.759868038
8104,18:44.8,1,5.00E-08,1,23,-9,44,0.379070869
8105,18:47.4,0.02,2.00E-08,7,30,-16,226,0.007167847
700,13:28.9,0.04,4.00E-08,6,46,-15,227,0.014052134
1738,49:06.1,0.2,4.00E-08,3,29,2,193,0.094499059
5238,51:27.9,0.2,4.00E-08,3,23,4,197,0.094499059
8109,19:06.9,0.002,2.00E-08,8,3,-2,118,0.000906629
8110,19:34.9,1,5.00E-08,0,7,-6,199,0.759866388
8111,19:36.6,0.002,2.00E-08,8,42,16,158,0.000906409
8112,19:38.0,0.002,2.00E-08,9,23,-7,73,0.000625786
704,14:10.5,0.04,4.00E-08,6,14,2,26,0.014052134
2448,43:28.4,0.04,4.00E-08,6,17,6,179,0.014052134
8299,44:15.4,0.2,4.00E-08,3,36,16,167,0.094499059
8116,20:20.0,1,5.00E-08,1,41,-13,161,0.379069769
9353,28:45.1,0.4,8.00E-08,2,14,13,242,0.189186358
6017,49:31.8,0.04,4.00E-08,5,0,4,103,0.023739504
8455,09:11.2,0.04,4.00E-08,5,40,20,127,0.023739504
8120,20:35.0,0.002,2.00E-08,9,34,-12,18,0.000625006
8121,20:36.5,0.002,2.00E-08,8,26,-2,196,0.000905329
8122,21:05.4,1,5.00E-08,0,2,-5,205,0.759870488
9445,39:39.0,0.4,8.00E-08,2,27,-4,152,0.189186358
487,40:17.0,0.4,8.00E-08,2,6,11,239,0.189186438
1260,36:13.3,0.4,8.00E-08,2,16,8,72,0.189186438
8126,21:31.6,0.002,2.00E-08,9,8,-2,66,0.000624286
8127,22:00.1,1,5.00E-08,1,23,-11,33,0.379073719
8128,22:28.0,1,5.00E-08,1,30,-2,4,0.379070669
4514,56:13.0,0.2,4.00E-08,3,20,-17,186,0.094499099
7071,33:53.8,0.04,4.00E-08,6,23,-13,237,0.014052134
8131,22:39.8,0.002,2.00E-08,9,8,20,121,
340,11:46.9,0.04,4.00E-08,5,4,3,164,0.023739544
8133,22:43.9,0.002,2.00E-08,8,37,-17,74,0.000905109
5655,53:35.7,0.2,4.00E-08,3,46,16,203,0.094499099
8135,22:53.2,0.002,2.00E-08,8,48,8,137,0.000904829
7254,59:40.6,0.04,4.00E-08,6,2,2,146,0.014052134
1757,52:49.4,0.4,8.00E-08,2,25,12,10,0.189186438
8138,23:05.7,0.002,2.00E-08,8,15,-2,135,0.000905369
6448,58:34.7,0.2,4.00E-08,3,32,-14,173,0.094499099
7459,30:51.1,0.04,4.00E-08,6,22,21,65,0.014052134
8141,23:17.8,0.002,2.00E-08,9,8,21,22,
8142,23:25.4,0.1,2.00E-08,4,32,17,46,0.047282509
3921,26:26.4,0.4,8.00E-08,2,37,1,191,0.189186438
8144,23:41.0,0.1,2.00E-08,4,11,-15,68,0.047281589
8145,23:43.6,0.02,2.00E-08,7,6,18,133,0.007170707
8146,23:46.2,0.02,2.00E-08,7,35,2,160,0.007171787
7353,13:43.3,0.2,4.00E-08,3,40,0,4,0.094499099
8148,23:55.4,0.002,2.00E-08,8,22,18,12,0.000907249
8149,24:23.5,1,5.00E-08,1,12,22,38,0.379075369
4981,10:21.5,0.04,4.00E-08,5,11,22,226,0.023739544
4876,50:31.7,0.4,8.00E-08,2,30,6,141,0.189186438
5663,54:11.2,0.2,4.00E-08,3,1,-2,137,0.094499139
8153,24:44.3,0.02,2.00E-08,7,21,-8,39,0.007172467
8154,24:51.8,0.1,2.00E-08,4,8,13,180,0.047281069
8155,25:20.8,1,5.00E-08,1,10,2,246,0.379069619
6605,23:45.4,0.04,4.00E-08,5,14,5,118,0.023739544
8157,25:51.8,1,5.00E-08,0,7,14,164,0.759867988
3838,12:20.5,0.04,4.00E-08,5,14,-14,97,0.023739584
8159,25:56.0,0.002,2.00E-08,9,46,11,26,0.000623946
8160,26:03.5,0.1,2.00E-08,4,27,20,57,0.047280389
8161,26:31.7,1,5.00E-08,0,33,-15,8,0.759867888
8162,26:33.3,0.002,2.00E-08,9,18,17,186,0.000624986
8163,26:35.9,0.02,2.00E-08,7,17,-7,87,0.007169247
2911,51:37.5,0.04,4.00E-08,6,46,-11,25,0.014052174
7227,57:05.0,0.4,8.00E-08,2,20,21,77,0.189186438
1302,45:45.0,0.4,8.00E-08,2,4,21,63,0.189186518
1588,24:47.6,0.4,8.00E-08,2,11,2,86,0.189186518
8168,27:10.0,0.1,2.00E-08,4,1,6,208,0.047281829
8169,27:38.5,1,5.00E-08,0,26,-3,88,0.759867238
8170,27:41.0,0.02,2.00E-08,7,48,10,69,0.007172887
8171,27:42.5,0.002,2.00E-08,8,22,18,48,0.000907909
7823,34:40.6,0.04,4.00E-08,5,18,10,94,0.023739584
8173,27:47.6,0.02,2.00E-08,7,9,21,129,0.007169747
4833,44:36.5,0.4,8.00E-08,2,49,19,179,0.189186518
6069,58:54.3,0.2,4.00E-08,3,38,13,131,0.094499139
3985,34:40.4,0.04,4.00E-08,6,10,5,201,0.014052174
8177,28:08.8,0.02,2.00E-08,7,17,6,135,0.007168947
8178,28:16.4,0.1,2.00E-08,4,44,-1,109,0.047281229
8179,28:18.1,0.002,2.00E-08,8,35,14,98,0.000905989
9737,21:55.4,0.2,4.00E-08,3,1,20,214,0.094499139
8181,28:27.4,0.002,2.00E-08,8,15,-6,23,0.000905889
8182,28:55.8,1,5.00E-08,0,9,-16,161,0.759871338
4291,22:41.2,0.04,4.00E-08,6,43,-14,95,0.014052174
5873,28:43.8,0.4,8.00E-08,2,16,15,193,0.189186518
8185,29:08.2,0.002,2.00E-08,8,36,-15,167,0.000905389
8186,29:15.9,0.1,2.00E-08,4,10,-7,6,0.047281249
4423,41:30.0,0.04,4.00E-08,6,25,-2,121,0.014052174
8188,29:26.0,0.1,2.00E-08,4,33,-8,73,0.047286149
8189,29:53.3,1,5.00E-08,0,22,15,163,0.759866938
8190,30:01.6,0.1,2.00E-08,4,46,-6,249,0.047283649
1373,56:12.8,0.04,4.00E-08,6,9,14,86,0.014052214
8192,30:33.0,1,5.00E-08,1,25,-10,109,0.379070619
8193,31:01.3,1,5.00E-08,1,4,16,129,0.379070069
6100,02:27.9,0.4,8.00E-08,2,33,-13,73,0.189186518
8195,31:10.8,0.002,2.00E-08,8,40,11,142,0.000905569
9407,36:21.5,0.04,4.00E-08,5,32,21,12,0.023739584
8197,31:14.8,0.002,2.00E-08,9,28,18,45,0.000624486
7051,32:43.5,0.4,8.00E-08,2,1,3,87,0.189186518
8199,31:30.9,0.1,2.00E-08,4,43,-10,166,0.047281349
8200,31:38.8,0.1,2.00E-08,4,26,1,247,0.047280429
3473,15:46.0,0.04,4.00E-08,6,1,14,206,0.014052214
8202,32:09.9,1,5.00E-08,0,9,13,221,0.759867638
8203,32:11.5,0.002,2.00E-08,9,16,22,6,0.000624766
8204,32:40.1,1,5.00E-08,1,40,9,25,0.379073419
1798,59:12.3,0.2,4.00E-08,3,51,-15,131,0.094499179
8473,11:44.3,0.4,8.00E-08,2,11,-9,34,0.189186518
8207,32:57.1,0.002,2.00E-08,8,49,-8,186,0.000908369
8208,32:59.7,0.02,2.00E-08,7,35,17,134,0.007170667
8209,33:01.3,0.002,2.00E-08,9,49,-15,167,0.000624686
4370,32:35.9,0.04,4.00E-08,6,50,-7,199,0.014052214
8211,33:05.4,0.002,2.00E-08,9,30,-17,244,0.000625086
583,57:09.0,0.04,4.00E-08,5,13,-14,161,0.023739624
8213,33:09.5,0.002,2.00E-08,8,47,14,130,0.000906749
2947,58:28.6,0.2,4.00E-08,3,45,16,137,0.094499179
8215,33:19.0,0.002,2.00E-08,9,24,-2,190,0.000625106
8216,33:20.4,0.002,2.00E-08,9,7,-5,193,0.000624166
8857,10:33.2,0.4,8.00E-08,2,48,-8,253,0.189186518
8218,33:30.0,0.002,2.00E-08,8,51,-9,62,0.000905529
8219,33:32.7,0.02,2.00E-08,7,25,5,249,0.007169447
9035,39:36.3,0.4,8.00E-08,2,15,17,159,0.189186518
8221,33:43.2,0.02,2.00E-08,7,4,22,23,0.007168487
5474,26:32.5,0.04,4.00E-08,6,27,-14,52,0.014052214
8223,33:53.8,0.1,2.00E-08,4,22,9,220,0.047285189
8224,34:21.6,1,5.00E-08,0,39,-9,39,0.759866038
235,47:57.4,0.4,8.00E-08,2,25,-7,67,0.189186598
8226,34:31.4,0.002,2.00E-08,9,31,15,134,0.000624906
8136,22:55.8,0.04,4.00E-08,6,25,21,68,0.014052214
8807,02:22.7,0.04,4.00E-08,6,38,5,202,0.014052214
849,36:00.1,0.04,4.00E-08,6,18,-14,88,0.014052254
8230,35:07.8,1,5.00E-08,0,32,-12,60,0.759865888
1690,40:52.6,0.04,4.00E-08,6,48,5,2,0.014052254
8232,35:38.0,1,5.00E-08,0,49,4,79,0.759867088
8233,35:39.7,0.002,2.00E-08,8,31,10,242,0.000906009
6112,04:24.8,0.04,4.00E-08,6,24,-12,42,0.014052254
1785,57:59.2,0.4,8.00E-08,2,31,-10,19,0.189186598
8236,35:53.0,0.02,2.00E-08,7,5,16,47,0.007171007
8237,36:21.3,1,5.00E-08,1,45,-7,34,0.379069769
8238,36:24.0,0.02,2.00E-08,7,34,14,143,0.007172807
8239,36:26.6,0.02,2.00E-08,7,7,7,20,0.007170267
8240,36:55.1,1,5.00E-08,0,17,15,253,0.759867838
8241,36:57.9,0.02,2.00E-08,7,30,-14,245,0.007169387
8242,37:05.5,0.1,2.00E-08,4,18,8,186,0.047282809
8243,37:13.1,0.1,2.00E-08,4,39,4,2,0.047279709
9787,29:48.6,0.04,4.00E-08,6,24,20,250,0.014052254
8245,37:43.8,1,5.00E-08,1,27,-6,105,0.379070219
8246,38:12.1,1,5.00E-08,0,2,-17,89,0.759867638
1997,30:30.2,0.4,8.00E-08,2,4,18,159,0.189186598
8248,38:21.7,0.002,2.00E-08,9,51,18,12,0.000624626
3008,06:11.3,0.4,8.00E-08,2,42,20,238,0.189186598
8250,38:31.7,0.002,2.00E-08,9,0,-8,85,0.000623506
8251,38:34.2,0.02,2.00E-08,7,10,-8,150,0.007170307
8252,38:35.7,0.002,2.00E-08,9,15,-12,18,0.000622966
8253,38:38.4,0.02,2.00E-08,7,11,17,192,0.007173627
3343,56:39.6,0.2,4.00E-08,3,14,22,55,0.094499179
8255,38:47.8,0.002,2.00E-08,9,44,-5,48,0.000624086
8256,38:49.2,0.002,2.00E-08,9,16,14,53,0.000623166
8257,38:50.7,0.002,2.00E-08,9,30,-9,60,0.000624746
9858,39:32.1,0.04,4.00E-08,6,41,14,17,0.014052254
2157,56:28.2,0.04,4.00E-08,6,36,19,73,0.014052294
4051,43:09.0,0.2,4.00E-08,3,9,-17,35,0.094499179
8261,39:06.2,0.02,2.00E-08,7,31,4,248,0.007169527
8262,39:07.7,0.002,2.00E-08,8,25,8,49,0.000905689
5581,40:35.6,0.4,8.00E-08,2,43,22,107,0.189186598
8264,39:18.4,0.02,2.00E-08,7,45,-13,175,0.007168267
8265,39:20.0,0.002,2.00E-08,9,32,-14,214,0.000623626
8266,39:21.5,0.002,2.00E-08,8,26,0,225,0.000905869
8267,39:22.9,0.002,2.00E-08,9,41,-11,37,0.000625446
6865,09:04.5,0.2,4.00E-08,3,3,0,202,0.094499179
4236,13:34.1,0.04,4.00E-08,6,15,-16,169,0.014052294
8270,40:01.4,1,5.00E-08,1,51,2,145,0.379071269
8271,40:03.1,0.002,2.00E-08,9,3,1,221,0.000623546
8272,40:10.8,0.1,2.00E-08,4,9,-10,80,0.047280229
8326,48:21.8,0.2,4.00E-08,3,50,2,243,0.094499179
9674,10:24.1,0.2,4.00E-08,3,48,-5,177,0.094499179
8275,40:28.9,0.02,2.00E-08,7,1,16,69,0.007169507
4634,17:22.5,0.04,4.00E-08,6,21,-2,121,0.014052294
3423,08:45.9,0.04,4.00E-08,5,18,-10,57,0.023739624
5376,12:44.6,0.04,4.00E-08,5,6,-11,150,0.023739624
9886,45:14.2,0.2,4.00E-08,3,30,7,141,0.094499179
6536,14:05.2,0.4,8.00E-08,2,1,-13,229,0.189186598
6833,03:18.7,0.4,8.00E-08,2,41,22,209,0.189186598
8282,41:04.6,0.02,2.00E-08,7,0,4,104,0.007169927
6985,23:10.1,0.4,8.00E-08,2,24,5,204,0.189186598
8284,41:19.8,0.1,2.00E-08,4,39,20,47,0.047282169
8285,41:48.1,1,5.00E-08,0,41,3,224,0.759868588
1258,36:03.9,0.2,4.00E-08,3,19,-11,128,0.094499219
8287,41:58.6,0.02,2.00E-08,7,9,1,157,0.007168227
8196,31:13.4,0.04,4.00E-08,5,36,17,16,0.023739624
8289,42:02.7,0.002,2.00E-08,8,23,3,190,0.000907589
8290,42:30.7,1,5.00E-08,0,46,-4,1,0.759866488
6349,44:24.4,0.04,4.00E-08,6,30,22,73,0.014052294
8292,42:34.8,0.002,2.00E-08,8,1,16,25,0.000907529
8293,42:37.5,0.02,2.00E-08,7,32,9,200,0.007169187
8294,43:05.6,1,5.00E-08,1,28,18,215,0.379069819
8295,43:07.3,0.002,2.00E-08,8,23,19,97,0.000907809
8296,43:36.6,1,5.00E-08,0,18,-6,66,0.759866938
9712,16:40.4,0.04,4.00E-08,5,28,-8,122,0.023739624
8298,44:07.4,1,5.00E-08,0,43,4,9,0.759868988
1730,48:01.0,0.2,4.00E-08,3,8,-12,111,0.094499219
8300,44:17.0,0.002,2.00E-08,9,8,20,163,0.000624666
3569,29:21.0,0.2,4.00E-08,3,5,2,150,0.094499219
8302,44:32.5,0.1,2.00E-08,4,17,-7,234,0.047281729
8303,44:35.2,0.02,2.00E-08,7,45,10,204,0.007168827
3881,20:21.8,0.2,4.00E-08,3,21,5,45,0.094499219
8305,45:10.7,1,5.00E-08,1,8,15,221,0.379070619
8306,45:13.4,0.02,2.00E-08,7,50,20,235,0.007171147
8307,45:15.9,0.02,2.00E-08,7,45,0,133,0.007171947
6771,51:14.6,0.04,4.00E-08,6,45,8,104,0.014052294
8309,45:19.9,0.002,2.00E-08,9,30,9,177,0.000623746
8310,45:47.9,1,5.00E-08,0,47,10,235,0.759867438
8311,46:15.6,1,5.00E-08,0,27,20,246,0.759865738
1822,02:13.5,0.04,4.00E-08,5,43,-5,78,0.023739664
8313,46:25.9,0.1,2.00E-08,4,36,-6,68,0.047280869
2972,02:18.1,0.04,4.00E-08,5,20,7,85,0.023739664
8315,46:57.5,1,5.00E-08,0,43,-3,138,0.759867488
7731,17:25.2,0.4,8.00E-08,2,22,8,223,0.189186598
8317,47:07.4,0.002,2.00E-08,8,26,16,161,0.000905089
8318,47:15.1,0.1,2.00E-08,4,47,2,153,0.047284769
8754,55:30.6,0.4,8.00E-08,2,15,-11,241,0.189186598
8320,47:24.8,0.002,2.00E-08,9,2,6,188,0.000626686
8321,47:53.3,1,5.00E-08,1,3,-8,94,0.379072769
8911,19:07.0,0.4,8.00E-08,2,36,-6,57,0.189186598
7170,49:52.9,0.04,4.00E-08,6,16,-6,47,0.014052294
8324,48:11.4,0.1,2.00E-08,4,16,8,5,0.047279809
8325,48:14.2,0.02,2.00E-08,7,12,-7,53,0.007170167
4783,36:08.5,0.2,4.00E-08,3,34,-14,210,0.094499219
9518,52:17.2,0.4,8.00E-08,2,42,21,102,0.189186598
8328,48:31.5,0.002,2.00E-08,9,46,19,59,0.000624666
8329,48:32.9,0.002,2.00E-08,8,13,-2,244,0.000906849
8330,48:34.4,0.002,2.00E-08,8,30,-10,178,0.000905949
8331,48:35.8,0.002,2.00E-08,9,33,-8,71,0.000625906
4607,13:15.6,0.04,4.00E-08,5,5,13,195,0.023739664
8333,48:39.8,0.002,2.00E-08,8,30,9,161,0.000905029
9220,08:36.3,0.04,4.00E-08,6,15,2,131,0.014052294
8335,48:44.0,0.002,2.00E-08,8,39,11,105,0.000905069
3924,26:39.0,0.04,4.00E-08,6,7,1,243,0.014052334
271,57:54.9,0.4,8.00E-08,2,23,17,142,0.189186678
8338,48:56.2,0.002,2.00E-08,9,30,-15,23,0.000623726
8339,49:04.0,0.1,2.00E-08,4,1,15,71,0.047283129
8340,49:31.9,1,5.00E-08,1,5,1,14,0.379072569
5250,53:03.3,0.04,4.00E-08,6,5,13,139,0.014052334
8342,49:36.3,0.002,2.00E-08,9,49,-9,68,0.000625146
8343,49:43.7,0.1,2.00E-08,4,40,14,90,0.047279349
6957,19:51.7,0.2,4.00E-08,3,15,-6,65,0.094499219
8345,50:00.1,0.1,2.00E-08,4,48,-17,224,0.047284289
8346,50:08.1,0.1,2.00E-08,4,10,16,59,0.047282569
8347,50:09.7,0.002,2.00E-08,8,4,14,234,0.000906429
939,50:38.0,0.4,8.00E-08,2,50,2,38,0.189186678
8349,50:25.1,0.1,2.00E-08,4,11,14,243,0.047282509
1399,59:45.1,0.4,8.00E-08,2,34,6,97,0.189186678
8849,08:59.8,0.2,4.00E-08,3,17,15,41,0.094499219
9601,02:37.5,0.2,4.00E-08,3,30,-11,196,0.094499219
4968,07:56.2,0.04,4.00E-08,5,8,-1,67,0.023739664
8354,50:58.4,0.1,2.00E-08,4,30,14,84,0.047283269
2143,55:08.7,0.04,4.00E-08,5,18,11,141,0.023739704
1017,02:53.0,0.2,4.00E-08,3,11,-8,149,0.094499259
8357,51:12.0,0.02,2.00E-08,7,30,9,86,0.007172487
8358,51:13.6,0.002,2.00E-08,9,13,11,240,0.000625066
7158,48:05.0,0.04,4.00E-08,6,23,-4,51,0.014052334
1076,11:20.7,0.2,4.00E-08,3,11,17,37,0.094499259
8361,51:52.0,1,5.00E-08,1,8,-5,123,0.379072169
8362,52:21.8,1,5.00E-08,0,20,15,228,0.759867738
8363,52:23.4,0.002,2.00E-08,9,19,-13,114,0.000624986
4850,46:59.2,0.04,4.00E-08,5,37,19,186,0.023739704
8365,52:54.2,1,5.00E-08,0,3,10,200,0.759871038
8366,52:55.8,0.002,2.00E-08,9,28,-12,38,0.000624486
8367,52:58.3,0.02,2.00E-08,7,49,-6,57,0.007168967
8368,53:27.1,1,5.00E-08,1,31,9,209,0.379070769
8369,53:29.7,0.02,2.00E-08,7,27,13,184,0.007169447
1660,36:58.4,0.4,8.00E-08,2,26,11,185,0.189186678
8371,54:06.1,1,5.00E-08,1,51,-4,110,0.379072419
8372,54:34.5,1,5.00E-08,0,42,-2,55,0.759867788
6890,11:18.1,0.2,4.00E-08,3,17,14,247,0.094499259
8374,55:10.2,1,5.00E-08,0,29,-9,75,0.759867988
8375,55:17.9,0.1,2.00E-08,4,27,3,222,0.047280289
8376,55:25.3,0.1,2.00E-08,4,10,6,59,0.047280269
8377,55:28.1,0.02,2.00E-08,7,48,-7,78,0.007169907
8378,55:35.8,0.1,2.00E-08,4,50,7,64,0.047282369
8379,55:37.3,0.002,2.00E-08,8,46,22,178,0.000906569
8380,55:38.8,0.002,2.00E-08,8,7,-6,80,0.000906709
8381,55:46.6,0.1,2.00E-08,4,42,-6,19,0.047283369
