sample,time,window,precision,modulation,band,power,payload,tx2txdone
1117,2018-06-07 03:59:31.189614,4.0,2.000000100000005e-07,2,3,7,95,1.0016712500835625
1118,2018-06-07 03:59:38.421418,0.2,4.0000008000001605e-08,7,30,-3,94,0.05684853136970628
1119,2018-06-07 03:59:40.536035,0.04,4.000004000004e-08,8,36,22,163,0.011574051574051576
1120,2018-06-07 03:59:42.725213,0.04,4.000004000004e-08,8,17,15,152,0.010868250868250868
1121,2018-06-07 03:59:50.106504,0.4,8.000001600000321e-08,5,28,15,108,0.1868312373662475
1122,2018-06-07 04:00:38.120643,10.0,5.000000250000012e-07,0,5,8,91,3.8422201921110095
1123,2018-06-07 04:01:25.759600,10.0,5.000000250000012e-07,0,13,19,75,3.186867659343383
1124,2018-06-07 04:01:27.898654,0.02,2.000002000002e-08,8,22,17,110,0.008181148181148182
1125,2018-06-07 04:01:29.996153,0.02,2.000002000002e-08,9,22,13,211,0.009232729232729234
1126,2018-06-07 04:01:32.138317,0.02,2.000002000002e-08,9,43,19,162,0.007273127273127273
1127,2018-06-07 04:02:00.854335,2.0,1.0000000500000025e-07,1,34,-3,23,0.8562647428132372
1128,2018-06-07 04:02:49.296543,10.0,5.000000250000012e-07,1,4,10,132,2.822326141116307
1129,2018-06-07 04:03:16.296314,1.0,5.0000002500000126e-08,3,34,12,71,0.41902257095112855
1130,2018-06-07 04:04:04.296109,10.0,5.000000250000012e-07,0,7,3,110,4.3337347166867355
1131,2018-06-07 04:04:11.503501,0.1,2.0000004000000802e-08,6,20,21,13,0.026449925289985063
1132,2018-06-07 04:04:37.960028,1.0,5.0000002500000126e-08,3,27,-3,81,0.4804612740230637
1133,2018-06-07 04:04:40.114313,0.01,1.000001000001e-08,9,36,21,91,0.004432274432274432
1134,2018-06-07 04:04:46.960363,0.1,2.0000004000000802e-08,6,34,17,24,0.036688647337729474
1135,2018-06-07 04:04:54.309659,0.4,8.000001600000321e-08,6,35,20,158,0.1518876303775261
1136,2018-06-07 04:06:06.881758,20.0,1.0000000500000025e-06,0,48,5,176,6.627472331373617
1137,2018-06-07 04:06:36.198936,2.0,1.0000000500000025e-07,3,42,17,157,0.8286169414308471
1138,2018-06-07 04:07:24.459856,10.0,5.000000250000012e-07,1,21,11,99,2.1669726083486305
1139,2018-06-07 04:07:31.697452,0.2,4.0000008000001605e-08,5,49,-1,29,0.06907245381449077
1140,2018-06-07 04:08:43.842799,20.0,1.0000000500000025e-06,0,31,4,228,8.26585641329282
1141,2018-06-07 04:08:46.022352,0.04,4.000004000004e-08,8,31,9,135,0.00978020978020978
1142,2018-06-07 04:09:34.227948,10.0,5.000000250000012e-07,0,30,11,76,3.3507041675352083
1143,2018-06-07 04:09:36.434040,0.04,4.000004000004e-08,8,19,-1,184,0.012916172916172917
1144,2018-06-07 04:09:38.617109,0.02,2.000002000002e-08,7,48,3,1,0.00948994948994949
1145,2018-06-07 04:10:07.022175,2.0,1.0000000500000025e-07,2,2,8,49,0.5920752296037615
1146,2018-06-07 04:10:09.177311,0.04,4.000004000004e-08,8,16,-2,131,0.009524329524329526
1147,2018-06-07 04:10:16.184149,0.2,4.0000008000001605e-08,7,12,2,92,0.05556889111377823
1148,2018-06-07 04:11:28.152867,20.0,1.0000000500000025e-06,0,2,13,230,8.26585641329282
1149,2018-06-07 04:12:40.981629,20.0,1.0000000500000025e-06,1,23,22,239,4.788387239419362
1150,2018-06-07 04:13:14.366022,4.0,2.000000100000005e-07,2,27,-2,98,1.0016712500835625
1151,2018-06-07 04:13:16.639212,0.04,4.000004000004e-08,8,11,-1,184,0.012918012918012919
1152,2018-06-07 04:13:43.466804,1.0,5.0000002500000126e-08,4,27,7,69,0.23009586150479308
1153,2018-06-07 04:14:12.314731,2.0,1.0000000500000025e-07,4,42,0,222,0.6192115309605766
1154,2018-06-07 04:15:12.701883,20.0,1.0000000500000025e-06,1,7,-2,242,
1155,2018-06-07 04:15:59.013616,2.0,1.0000000500000025e-07,3,13,22,162,0.8490967424548371
1156,2018-06-07 04:16:28.209335,2.0,1.0000000500000025e-07,3,44,-3,138,0.7262179363108968
1157,2018-06-07 04:16:35.840247,0.4,8.000001600000321e-08,4,12,15,39,0.15841827168365435
1158,2018-06-07 04:16:42.975763,0.4,8.000001600000321e-08,6,28,2,98,0.10068802013760404
1159,2018-06-07 04:17:09.067235,1.0,5.0000002500000126e-08,2,2,-1,6,0.26439856321992816
1160,2018-06-07 04:17:39.162245,2.0,1.0000000500000025e-07,4,49,18,240,0.6704104335205217
1161,2018-06-07 04:17:46.544430,0.4,8.000001600000321e-08,3,24,19,13,0.17326355465271095
1162,2018-06-07 04:17:54.140567,0.4,8.000001600000321e-08,7,38,7,238,0.1298083459616692
1163,2018-06-07 04:18:01.415612,0.4,8.000001600000321e-08,5,5,4,90,0.16123155224631047
1164,2018-06-07 04:18:33.223878,1.0,5.0000002500000126e-08,5,0,2,254,
1165,2018-06-07 04:18:41.152079,0.1,2.0000004000000802e-08,7,18,7,52,0.035090007018001405
1166,2018-06-07 04:18:43.243447,0.01,1.000001000001e-08,9,35,20,85,0.004193994193994194
1167,2018-06-07 04:19:09.581928,1.0,5.0000002500000126e-08,4,0,7,69,0.23009621150481058
1168,2018-06-07 04:19:16.760233,0.4,8.000001600000321e-08,6,41,-3,185,0.17492779498555902
1169,2018-06-07 04:19:18.874804,0.04,4.000004000004e-08,8,31,-2,145,0.01042017042017042
1170,2018-06-07 04:19:51.922613,4.0,2.000000100000005e-07,3,11,-2,200,1.0129372506468626
1171,2018-06-07 04:20:39.432514,10.0,5.000000250000012e-07,1,43,0,165,3.395760169788008
1172,2018-06-07 04:20:46.455841,0.4,8.000001600000321e-08,3,37,3,9,0.15278355055671014
1173,2018-06-07 04:20:48.808752,0.02,2.000002000002e-08,9,33,10,187,0.008272228272228272
1174,2018-06-07 04:20:56.191667,0.4,8.000001600000321e-08,6,19,13,155,0.149327629865526
1175,2018-06-07 04:21:43.843577,10.0,5.000000250000012e-07,0,34,-1,71,3.186867659343383
1176,2018-06-07 04:21:45.951285,0.01,1.000001000001e-08,9,22,11,72,0.0036724136724136727
1177,2018-06-07 04:21:47.996243,0.01,1.000001000001e-08,8,23,19,50,0.004342464342464342
1178,2018-06-07 04:21:50.098373,0.02,2.000002000002e-08,9,12,2,117,0.005472345472345473
1179,2018-06-07 04:22:37.925507,10.0,5.000000250000012e-07,1,26,-1,156,3.231922161596108
1180,2018-06-07 04:23:07.334743,2.0,1.0000000500000025e-07,3,7,15,100,0.5623795281189764
1181,2018-06-07 04:23:54.690414,10.0,5.000000250000012e-07,0,3,16,63,2.859189142959457
1182,2018-06-07 04:24:01.896611,0.2,4.0000008000001605e-08,6,23,21,90,0.09300941860188373
1183,2018-06-07 04:25:13.429371,20.0,1.0000000500000025e-06,0,42,4,171,6.463634323181716
1184,2018-06-07 04:25:46.954755,4.0,2.000000100000005e-07,2,41,19,162,1.534146676707334
1185,2018-06-07 04:25:49.001484,0.04,4.000004000004e-08,8,39,22,133,0.009652209652209653
1186,2018-06-07 04:25:55.769693,0.1,2.0000004000000802e-08,6,37,4,37,0.04692866938573388
1187,2018-06-07 04:26:02.654073,0.2,4.0000008000001605e-08,6,22,18,75,0.08020825604165122
1188,2018-06-07 04:26:28.925631,1.0,5.0000002500000126e-08,6,40,11,221,0.20564771028238552
1189,2018-06-07 04:26:57.999778,2.0,1.0000000500000025e-07,0,31,20,2,0.8931282446564123
1190,2018-06-07 04:27:05.349092,0.2,4.0000008000001605e-08,7,23,1,83,0.05044885008977002
1191,2018-06-07 04:27:32.316511,1.0,5.0000002500000126e-08,5,23,7,167,0.27387041369352066
1192,2018-06-07 04:27:39.436894,0.1,2.0000004000000802e-08,6,49,6,27,0.039248627849725576
1193,2018-06-07 04:27:40.543188,0.002,2.000020000200002e-08,9,14,5,3,0.000912969129691297
1194,2018-06-07 04:27:47.410900,0.2,4.0000008000001605e-08,7,36,9,94,0.05684861136972228
1195,2018-06-07 04:27:54.463561,0.4,8.000001600000321e-08,5,34,15,109,0.1868312373662475
1196,2018-06-07 04:28:24.334682,2.0,1.0000000500000025e-07,0,38,4,1,0.8931283446564172
1197,2018-06-07 04:29:13.086550,10.0,5.000000250000012e-07,1,10,7,103,2.2488926124446307
1198,2018-06-07 04:29:42.120171,2.0,1.0000000500000025e-07,4,38,1,221,0.6192110309605515
1199,2018-06-07 04:29:44.190511,0.01,1.000001000001e-08,8,13,5,45,0.004020584020584021
1200,2018-06-07 04:30:13.180724,2.0,1.0000000500000025e-07,3,37,18,148,0.787657539382877
1201,2018-06-07 04:30:15.509639,0.02,2.000002000002e-08,9,3,10,113,0.005312285312285313
1202,2018-06-07 04:30:17.665659,0.01,1.000001000001e-08,8,7,17,45,0.004020284020284021
1203,2018-06-07 04:30:24.917963,0.4,8.000001600000321e-08,7,27,18,205,0.11316802263360454
1204,2018-06-07 04:30:31.913476,0.1,2.0000004000000802e-08,7,26,8,61,0.040209028041805615
1205,2018-06-07 04:30:58.555008,1.0,5.0000002500000126e-08,3,9,5,53,0.3371022168551108
1206,2018-06-07 04:31:32.228521,4.0,2.000000100000005e-07,3,1,13,208,1.0538950526947526
1207,2018-06-07 04:31:59.323219,1.0,5.0000002500000126e-08,5,28,19,199,0.3199499659974983
1208,2018-06-07 04:32:06.360371,0.1,2.0000004000000802e-08,6,20,12,19,0.03156908631381727
1209,2018-06-07 04:32:32.839655,1.0,5.0000002500000126e-08,2,25,9,8,0.26440036322001814
1210,2018-06-07 04:33:01.833181,2.0,1.0000000500000025e-07,2,46,12,56,0.6739945336997267
1211,2018-06-07 04:33:50.237963,10.0,5.000000250000012e-07,1,34,3,166,3.395760169788008
1212,2018-06-07 04:33:57.555496,0.2,4.0000008000001605e-08,7,38,14,91,0.055569011113802226
1213,2018-06-07 04:34:24.959277,1.0,5.0000002500000126e-08,3,29,14,65,0.3985411699270585
1214,2018-06-07 04:34:51.079743,1.0,5.0000002500000126e-08,5,26,11,167,0.2738703636935182
1215,2018-06-07 04:35:17.289869,1.0,5.0000002500000126e-08,5,11,4,169,0.2738717636935882
1216,2018-06-07 04:35:24.143124,0.1,2.0000004000000802e-08,6,2,16,27,0.039248627849725576
1217,2018-06-07 04:35:57.815727,4.0,2.000000100000005e-07,3,42,11,233,1.1562942578147128
1218,2018-06-07 04:36:31.116615,2.0,1.0000000500000025e-07,4,24,18,241,
1219,2018-06-07 04:36:35.282410,0.02,2.000002000002e-08,8,19,13,59,0.004916184916184917
1220,2018-06-07 04:36:37.439585,0.01,1.000001000001e-08,9,4,15,33,0.0021122721122721123
1221,2018-06-07 04:37:25.362993,10.0,5.000000250000012e-07,1,12,12,100,2.2488946124447304
1222,2018-06-07 04:37:32.452195,0.4,8.000001600000321e-08,5,3,18,55,0.11003226200645241
1223,2018-06-07 04:38:20.662374,10.0,5.000000250000012e-07,1,32,6,186,3.8053561902678092
1224,2018-06-07 04:38:28.169486,0.4,8.000001600000321e-08,7,13,0,221,0.1221278644255729
1225,2018-06-07 04:38:56.943085,2.0,1.0000000500000025e-07,2,26,21,53,0.6330351316517566
1226,2018-06-07 04:39:23.570443,1.0,5.0000002500000126e-08,4,10,15,124,0.37345451867272594
1227,2018-06-07 04:39:30.863183,0.2,4.0000008000001605e-08,7,1,10,125,0.0722092944418589
1228,2018-06-07 04:40:02.663771,1.0,5.0000002500000126e-08,6,12,17,249,
1229,2018-06-07 04:40:10.827579,0.4,8.000001600000321e-08,5,27,19,48,0.09979249995850001
1230,2018-06-07 04:40:36.686569,1.0,5.0000002500000126e-08,4,9,11,72,0.2403358120167906
1231,2018-06-07 04:40:37.844566,0.004,4.000040000400004e-08,9,49,1,22,0.0016723367233672337
1232,2018-06-07 04:41:06.285701,2.0,1.0000000500000025e-07,4,44,0,211,0.5987316299365815
1233,2018-06-07 04:41:08.579268,0.04,4.000004000004e-08,9,18,-1,229,0.009952209952209953
1234,2018-06-07 04:41:10.838784,0.02,2.000002000002e-08,9,17,1,191,0.008432248432248433
1235,2018-06-07 04:41:17.891358,0.4,8.000001600000321e-08,3,48,14,14,0.17326379465275896
1236,2018-06-07 04:41:25.288115,0.4,8.000001600000321e-08,7,26,9,232,0.12724786544957312
1237,2018-06-07 04:42:13.223798,10.0,5.000000250000012e-07,1,4,3,174,3.559598677979934
1238,2018-06-07 04:42:40.165156,1.0,5.0000002500000126e-08,5,7,22,217,0.34554971727748585
1239,2018-06-07 04:43:52.197496,20.0,1.0000000500000025e-06,0,13,4,195,7.118988355949417
1240,2018-06-07 04:43:59.367070,0.4,8.000001600000321e-08,5,2,8,60,0.11515194303038861
1241,2018-06-07 04:44:47.624025,10.0,5.000000250000012e-07,2,22,15,232,2.1075816053790803
1242,2018-06-07 04:44:54.818529,0.4,8.000001600000321e-08,5,2,19,58,0.11515282303056462
1243,2018-06-07 04:45:01.952272,0.4,8.000001600000321e-08,5,40,10,78,0.14075178815035766
1244,2018-06-07 04:45:09.923229,0.2,4.0000008000001605e-08,7,10,12,135,0.0773282954656591
1245,2018-06-07 04:45:38.020560,2.0,1.0000000500000025e-07,2,16,12,69,0.7559136377956819
1246,2018-06-07 04:46:04.316312,1.0,5.0000002500000126e-08,5,20,2,228,0.3609107680455384
1247,2018-06-07 04:46:11.612311,0.4,8.000001600000321e-08,5,31,-3,89,0.15611187122237427
1248,2018-06-07 04:46:59.898108,10.0,5.000000250000012e-07,1,2,5,172,3.559598177979909
1249,2018-06-07 04:47:33.763955,4.0,2.000000100000005e-07,2,25,11,176,1.6570260828513041
1250,2018-06-07 04:47:34.911220,0.004,4.000040000400004e-08,8,34,21,13,0.001972339723397234
1251,2018-06-07 04:48:08.470604,4.0,2.000000100000005e-07,2,19,6,125,1.2474288623714431
1252,2018-06-07 04:48:10.637216,0.02,2.000002000002e-08,8,48,0,58,0.004852324852324853
1253,2018-06-07 04:48:17.750513,0.2,4.0000008000001605e-08,4,30,9,20,0.1072161414432283
1254,2018-06-07 04:48:24.945408,0.1,2.0000004000000802e-08,7,40,3,23,0.019728923945784793
1255,2018-06-07 04:48:32.437969,0.4,8.000001600000321e-08,6,13,0,174,0.1646874729374946
1256,2018-06-07 04:48:34.652301,0.02,2.000002000002e-08,8,46,4,75,0.005940305940305941
1257,2018-06-07 04:49:01.572070,1.0,5.0000002500000126e-08,1,4,1,3,0.4466686723334336
1258,2018-06-07 04:49:27.786347,1.0,5.0000002500000126e-08,5,26,-3,192,0.30971126548556327
1259,2018-06-07 04:49:54.244911,1.0,5.0000002500000126e-08,4,44,4,79,0.2608159630407982
1260,2018-06-07 04:50:21.169189,1.0,5.0000002500000126e-08,4,20,-1,126,0.37345341867267096
1261,2018-06-07 04:50:28.225424,0.2,4.0000008000001605e-08,6,17,1,79,0.08276853655370732
1262,2018-06-07 04:50:54.629002,1.0,5.0000002500000126e-08,4,41,13,144,0.42465397123269855
1263,2018-06-07 04:51:20.936373,1.0,5.0000002500000126e-08,5,30,0,114,0.1970711098535555
1264,2018-06-07 04:51:46.838081,1.0,5.0000002500000126e-08,4,7,15,73,0.2403352120167606
1265,2018-06-07 04:51:54.454864,0.4,8.000001600000321e-08,7,38,13,197,0.10932834186566838
1266,2018-06-07 04:52:01.950614,0.4,8.000001600000321e-08,7,37,-2,181,0.10164866032973208
1267,2018-06-07 04:52:36.150556,4.0,2.000000100000005e-07,3,36,18,199,1.0129350506467525
1268,2018-06-07 04:53:01.886033,1.0,5.0000002500000126e-08,5,27,19,213,0.34042971702148583
1269,2018-06-07 04:53:50.090731,10.0,5.000000250000012e-07,1,3,18,173,3.559598677979934
1270,2018-06-07 04:53:52.314913,0.02,2.000002000002e-08,9,47,7,140,0.006394006394006394
1271,2018-06-07 04:54:37.650113,10.0,5.000000250000012e-07,2,50,21,242,
1272,2018-06-07 04:55:58.292981,20.0,1.0000000500000025e-06,0,36,7,227,8.26585641329282
1273,2018-06-07 04:56:25.111475,1.0,5.0000002500000126e-08,4,32,-1,105,0.3222547661127383
1274,2018-06-07 04:56:32.113362,0.1,2.0000004000000802e-08,5,14,21,13,0.04859256971851395
1275,2018-06-07 04:56:34.247386,0.02,2.000002000002e-08,7,37,15,1,0.009489629489629491
1276,2018-06-07 04:57:03.349017,2.0,1.0000000500000025e-07,3,31,18,178,0.9105361455268073
1277,2018-06-07 04:58:14.682095,20.0,1.0000000500000025e-06,0,19,19,129,4.989089249454462
1278,2018-06-07 04:58:48.448097,4.0,2.000000100000005e-07,2,25,6,202,1.8618232930911647
1279,2018-06-07 04:59:17.342366,2.0,1.0000000500000025e-07,2,51,4,81,0.8787930439396522
1280,2018-06-07 04:59:24.548950,0.4,8.000001600000321e-08,7,23,17,211,0.1170079434015887
1281,2018-06-07 05:00:24.863061,20.0,1.0000000500000025e-06,1,50,7,251,
1282,2018-06-07 05:01:16.312068,4.0,2.000000100000005e-07,0,28,22,11,1.220805261040263
1283,2018-06-07 05:01:23.729669,0.4,8.000001600000321e-08,7,28,8,236,0.1298078659615732
1284,2018-06-07 05:01:30.707265,0.2,4.0000008000001605e-08,7,26,21,106,0.06324845264969053
1285,2018-06-07 05:01:59.861199,2.0,1.0000000500000025e-07,1,2,16,16,0.6924263346213168
1286,2018-06-07 05:02:00.977967,0.004,4.000040000400004e-08,9,7,11,19,0.0015522955229552297
1287,2018-06-07 05:02:49.335265,10.0,5.000000250000012e-07,1,13,20,170,3.4776801738840084
1288,2018-06-07 05:03:38.432152,10.0,5.000000250000012e-07,2,32,13,220,2.02566160128308
1289,2018-06-07 05:03:40.558801,0.02,2.000002000002e-08,9,50,0,213,0.009312269312269313
1290,2018-06-07 05:04:14.166438,4.0,2.000000100000005e-07,3,12,9,214,1.0743744537187228
1291,2018-06-07 05:04:40.430203,1.0,5.0000002500000126e-08,5,26,6,133,0.22267186113359305
1292,2018-06-07 05:05:11.354141,0.04,4.000004000004e-08,9,36,18,248,
1293,2018-06-07 05:05:12.480939,0.004,4.000040000400004e-08,9,41,6,17,0.0014726547265472656
1294,2018-06-07 05:06:00.436721,10.0,5.000000250000012e-07,1,31,18,224,4.460709723035486
1295,2018-06-07 05:06:02.834106,0.04,4.000004000004e-08,9,16,7,222,0.009673769673769674
1296,2018-06-07 05:06:09.855729,0.2,4.0000008000001605e-08,4,36,1,15,0.09697745939549189
1297,2018-06-07 05:06:12.005227,0.01,1.000001000001e-08,8,34,10,30,0.0030603030603030606
1298,2018-06-07 05:07:00.271661,10.0,5.000000250000012e-07,1,4,0,131,2.822325641116282
1299,2018-06-07 05:07:33.679260,4.0,2.000000100000005e-07,0,4,22,24,1.5484818774240938
1300,2018-06-07 05:08:07.363423,4.0,2.000000100000005e-07,3,5,20,197,0.9924554496227725
1301,2018-06-07 05:08:34.101610,1.0,5.0000002500000126e-08,5,39,7,228,0.3609108180455409
1302,2018-06-07 05:08:36.336940,0.02,2.000002000002e-08,9,33,3,104,0.0049523249523249525
1303,2018-06-07 05:09:24.544638,10.0,5.000000250000012e-07,1,51,9,192,3.8872751943637596
1304,2018-06-07 05:09:26.662860,0.01,1.000001000001e-08,8,34,7,38,0.003572513572513573
1305,2018-06-07 05:10:14.907297,10.0,5.000000250000012e-07,0,33,7,110,4.3337347166867355
1306,2018-06-07 05:10:17.086830,0.04,4.000004000004e-08,8,51,5,176,0.012405172405172407
1307,2018-06-07 05:11:04.977130,10.0,5.000000250000012e-07,1,40,5,109,2.412729120636456
1308,2018-06-07 05:11:53.255711,10.0,5.000000250000012e-07,2,29,-3,229,2.06662260333113
1309,2018-06-07 05:11:55.402826,0.02,2.000002000002e-08,8,51,-1,81,0.006324866324866325
1310,2018-06-07 05:12:43.493146,10.0,5.000000250000012e-07,1,19,7,112,2.412729620636481
1311,2018-06-07 05:13:15.334559,1.0,5.0000002500000126e-08,5,13,22,243,
1312,2018-06-07 05:13:44.620505,2.0,1.0000000500000025e-07,4,48,15,173,0.49633222481661127
1313,2018-06-07 05:14:10.545476,1.0,5.0000002500000126e-08,6,32,22,230,0.21332746066637304
1314,2018-06-07 05:14:36.748181,1.0,5.0000002500000126e-08,4,20,-1,86,0.2710544135527207
1315,2018-06-07 05:15:09.806870,4.0,2.000000100000005e-07,3,30,10,204,1.0334160516708026
1316,2018-06-07 05:15:12.013223,0.02,2.000002000002e-08,8,42,21,86,0.006644266644266645
1317,2018-06-07 05:15:37.919637,1.0,5.0000002500000126e-08,4,22,2,100,0.3120160656008033
1318,2018-06-07 05:16:04.138032,1.0,5.0000002500000126e-08,4,23,-2,70,0.2300948115047406
1319,2018-06-07 05:16:06.205942,0.02,2.000002000002e-08,8,43,-2,85,0.0065802465802465805
1320,2018-06-07 05:16:08.409476,0.02,2.000002000002e-08,9,48,10,197,0.008672288672288673
1321,2018-06-07 05:16:34.394043,1.0,5.0000002500000126e-08,3,4,3,32,0.2551825127591256
1322,2018-06-07 05:16:36.504236,0.04,4.000004000004e-08,8,14,0,155,0.011061171061171061
1323,2018-06-07 05:17:03.238707,1.0,5.0000002500000126e-08,5,3,10,171,0.2789904139495207
1324,2018-06-07 05:17:29.144662,1.0,5.0000002500000126e-08,4,34,1,117,0.3529740176487009
1325,2018-06-07 05:17:31.468447,0.02,2.000002000002e-08,8,12,-2,76,0.006004306004306004
1326,2018-06-07 05:18:00.297842,2.0,1.0000000500000025e-07,3,31,12,115,0.6238190311909516
1327,2018-06-07 05:19:12.853481,20.0,1.0000000500000025e-06,0,27,-3,230,8.26585641329282
1328,2018-06-07 05:19:20.584358,0.4,8.000001600000321e-08,7,9,12,206,0.1144482628896526
1329,2018-06-07 05:19:53.922321,4.0,2.000000100000005e-07,1,18,-1,48,1.2658610632930531
1330,2018-06-07 05:21:05.737963,20.0,1.0000000500000025e-06,0,22,17,162,6.1359583067979155
1331,2018-06-07 05:21:36.649816,0.4,8.000001600000321e-08,7,26,22,243,
1332,2018-06-07 05:22:03.463559,1.0,5.0000002500000126e-08,6,0,18,232,0.21332806066640303
1333,2018-06-07 05:22:05.596127,0.04,4.000004000004e-08,9,22,5,215,0.009392209392209392
1334,2018-06-07 05:22:39.150282,4.0,2.000000100000005e-07,2,15,10,162,1.5341460767073039
1335,2018-06-07 05:22:46.272777,0.1,2.0000004000000802e-08,7,17,17,68,0.04276914855382972
1336,2018-06-07 05:23:12.882415,1.0,5.0000002500000126e-08,5,32,9,195,0.3148310157415508
1337,2018-06-07 05:23:46.324574,4.0,2.000000100000005e-07,3,32,12,193,0.9924556496227825
1338,2018-06-07 05:24:12.660142,1.0,5.0000002500000126e-08,5,40,20,184,0.29947006497350326
1339,2018-06-07 05:25:00.407017,10.0,5.000000250000012e-07,0,33,8,87,3.678382183919109
1340,2018-06-07 05:25:07.708652,0.4,8.000001600000321e-08,3,49,-1,19,0.19374315874863177
1341,2018-06-07 05:25:15.159914,0.4,8.000001600000321e-08,4,13,18,26,0.11745626349125271
1342,2018-06-07 05:25:17.248222,0.01,1.000001000001e-08,8,35,-1,57,0.004790554790554791
1343,2018-06-07 05:25:24.585248,0.2,4.0000008000001605e-08,5,0,21,41,0.0895521379104276
1344,2018-06-07 05:25:32.064487,0.1,2.0000004000000802e-08,7,2,7,71,0.045328589065717816
1345,2018-06-07 05:26:05.945619,4.0,2.000000100000005e-07,2,38,16,106,1.0835904541795227
1346,2018-06-07 05:26:54.695753,10.0,5.000000250000012e-07,2,22,13,234,2.10758060537903
1347,2018-06-07 05:27:22.264677,1.0,5.0000002500000126e-08,5,9,11,116,0.1970720098536005
1348,2018-06-07 05:27:49.171158,1.0,5.0000002500000126e-08,4,48,21,138,0.40417312020865603
1349,2018-06-07 05:27:56.275593,0.4,8.000001600000321e-08,3,3,2,14,0.17326339465267895
1350,2018-06-07 05:28:56.587532,20.0,1.0000000500000025e-06,0,36,21,247,
1351,2018-06-07 05:29:16.883505,0.02,2.000002000002e-08,9,15,2,129,0.0059529059529059535
1352,2018-06-07 05:29:45.633902,2.0,1.0000000500000025e-07,0,15,20,4,0.8931292446564623
1353,2018-06-07 05:29:52.853081,0.4,8.000001600000321e-08,6,12,1,143,0.13908810781762157
1354,2018-06-07 05:30:00.363465,0.4,8.000001600000321e-08,5,18,19,96,0.16635155327031068
1355,2018-06-07 05:30:29.264239,2.0,1.0000000500000025e-07,1,8,-2,15,0.6924269346213467
1356,2018-06-07 05:30:36.662744,0.4,8.000001600000321e-08,6,30,0,154,0.1467677093535419
1357,2018-06-07 05:30:38.863172,0.04,4.000004000004e-08,7,20,5,19,0.01844889844889845
1358,2018-06-07 05:30:41.094855,0.02,2.000002000002e-08,7,39,2,3,0.00948894948894949
1359,2018-06-07 05:30:42.192324,0.004,4.000040000400004e-08,9,2,1,15,0.0013922939229392296
1360,2018-06-07 05:30:49.142340,0.1,2.0000004000000802e-08,7,33,12,34,0.026128785225757047
1361,2018-06-07 05:31:20.043176,0.04,4.000004000004e-08,9,43,8,247,
1362,2018-06-07 05:31:46.874740,1.0,5.0000002500000126e-08,5,33,15,149,0.24827141241357062
1363,2018-06-07 05:31:54.409872,0.4,8.000001600000321e-08,6,37,18,158,0.1518885903777181
1364,2018-06-07 05:32:28.184613,4.0,2.000000100000005e-07,3,37,11,228,1.1358138567906928
1365,2018-06-07 05:32:30.361342,0.02,2.000002000002e-08,9,22,-1,111,0.005232225232225232
1366,2018-06-07 05:32:38.026073,0.4,8.000001600000321e-08,4,43,9,41,0.15841619168323837
1367,2018-06-07 05:33:07.277129,2.0,1.0000000500000025e-07,2,31,11,82,0.8787925439396272
1368,2018-06-07 05:33:41.558247,4.0,2.000000100000005e-07,1,1,-3,82,1.9212142960607148
1369,2018-06-07 05:34:07.889144,1.0,5.0000002500000126e-08,5,1,10,164,0.26875051343752565
1370,2018-06-07 05:34:15.048613,0.1,2.0000004000000802e-08,7,42,-1,34,0.026128885225777047
1371,2018-06-07 05:34:43.507309,2.0,1.0000000500000025e-07,4,27,-2,198,0.5577716278885814
1372,2018-06-07 05:34:45.729914,0.04,4.000004000004e-08,8,26,20,232,0.01598825598825599
1373,2018-06-07 05:34:47.962289,0.02,2.000002000002e-08,9,17,18,213,0.009312729312729313
1374,2018-06-07 05:34:55.251705,0.1,2.0000004000000802e-08,5,10,-2,5,0.033233626646725335
1375,2018-06-07 05:35:28.470139,4.0,2.000000100000005e-07,2,5,20,173,1.6160650808032542
1376,2018-06-07 05:35:57.198334,2.0,1.0000000500000025e-07,1,48,22,28,0.9381838469091923
1377,2018-06-07 05:35:59.420686,0.02,2.000002000002e-08,8,8,9,82,0.006388606388606389
1378,2018-06-07 05:36:32.722864,4.0,2.000000100000005e-07,1,16,5,83,1.9212146960607348
1379,2018-06-07 05:36:34.983854,0.04,4.000004000004e-08,8,1,1,133,0.009652249652249653
1380,2018-06-07 05:37:05.876512,0.4,8.000001600000321e-08,7,41,21,242,
1381,2018-06-07 05:37:34.931173,2.0,1.0000000500000025e-07,3,29,5,134,0.7057384352869218
1382,2018-06-07 05:37:42.330337,0.2,4.0000008000001605e-08,7,44,-3,132,0.07604837520967506
1383,2018-06-07 05:38:11.091093,2.0,1.0000000500000025e-07,2,6,6,90,0.9607116480355824
1384,2018-06-07 05:38:58.691798,10.0,5.000000250000012e-07,1,22,-1,218,4.37879121893956
1385,2018-06-07 05:39:05.727594,0.2,4.0000008000001605e-08,7,24,12,83,0.050450210090042025
1386,2018-06-07 05:39:12.697928,0.1,2.0000004000000802e-08,6,18,20,37,0.04692854938570988
1387,2018-06-07 05:39:39.427753,1.0,5.0000002500000126e-08,4,44,5,58,0.19937515996875801
1388,2018-06-07 05:40:05.989536,1.0,5.0000002500000126e-08,5,32,19,119,0.2021911101095555
1389,2018-06-07 05:40:35.000271,2.0,1.0000000500000025e-07,3,48,17,116,0.6238189311909466
1390,2018-06-07 05:41:01.467071,1.0,5.0000002500000126e-08,5,10,18,137,0.22779081138954058
